ame	ncbi	ko	pathway	pathname
412818	XP_006569533	K05210	map04014	Ras signaling pathway
412818	XP_006569533	K05210	map04015	Rap1 signaling pathway
412818	XP_006569533	K05210	map04020	Calcium signaling pathway
412818	XP_006569533	K05210	map04024	cAMP signaling pathway
412818	XP_006569533	K05210	map04080	Neuroactive ligand-receptor interaction
412818	XP_006569533	K05210	map04713	Circadian entrainment
412818	XP_006569533	K05210	map04720	Long-term potentiation
412818	XP_006569533	K05210	map04724	Glutamatergic synapse
412818	XP_006569533	K05210	map04728	Dopaminergic synapse
412818	XP_006569533	K05210	map05010	Alzheimer disease
412818	XP_006569533	K05210	map05014	Amyotrophic lateral sclerosis
412818	XP_006569533	K05210	map05016	Huntington disease
412818	XP_006569533	K05210	map05017	Spinocerebellar ataxia
412818	XP_006569533	K05210	map05020	Prion disease
412818	XP_006569533	K05210	map05022	Pathways of neurodegeneration - multiple diseases
412818	XP_006569533	K05210	map05030	Cocaine addiction
412818	XP_006569533	K05210	map05031	Amphetamine addiction
412818	XP_006569533	K05210	map05033	Nicotine addiction
412818	XP_006569533	K05210	map05034	Alcoholism
412818	XP_006569533	K05210	map05322	Systemic lupus erythematosus
412823	XP_006562516	K16569		
412824	XP_006560780	K15620		
412825	XP_026298015			
412827	XP_396279	K16747		
412828	XP_396280	K22647		
412829	XP_006563290	K01135	map00531	Glycosaminoglycan degradation
412829	XP_006563290	K01135	map01100	
412829	XP_006563290	K01135	map04142	Lysosome
412830	XP_006563759			
412832	XP_396284	K06674	map04111	Cell cycle - yeast
412834	XP_006559928	K25201	map03013	Nucleocytoplasmic transport
412835	XP_026298037	K14313	map03013	Nucleocytoplasmic transport
412835	XP_026298037	K14313	map05014	Amyotrophic lateral sclerosis
412837	XP_006563841	K10743	map03030	DNA replication
412838	XP_006563834	K01191	map00511	Other glycan degradation
412839	XP_006559002	K24889		
412840	XP_006559001	K24889		
412842	XP_396294	K17922		
412843	XP_006560527	K01596	map00010	Glycolysis / Gluconeogenesis
412843	XP_006560527	K01596	map00020	Citrate cycle (TCA cycle)
412843	XP_006560527	K01596	map00620	Pyruvate metabolism
412843	XP_006560527	K01596	map01100	
412843	XP_006560527	K01596	map01110	Biosynthesis of secondary metabolites
412843	XP_006560527	K01596	map01120	Microbial metabolism in diverse environments
412843	XP_006560527	K01596	map03320	PPAR signaling pathway
412843	XP_006560527	K01596	map04068	FoxO signaling pathway
412843	XP_006560527	K01596	map04151	PI3K-Akt signaling pathway
412843	XP_006560527	K01596	map04152	AMPK signaling pathway
412843	XP_006560527	K01596	map04910	Insulin signaling pathway
412843	XP_006560527	K01596	map04920	Adipocytokine signaling pathway
412843	XP_006560527	K01596	map04922	Glucagon signaling pathway
412843	XP_006560527	K01596	map04931	Insulin resistance
412843	XP_006560527	K01596	map04964	Proximal tubule bicarbonate reclamation
412844	XP_026295424	K06639	map04110	Cell cycle
412844	XP_026295424	K06639	map04111	Cell cycle - yeast
412844	XP_026295424	K06639	map04113	Meiosis - yeast
412846	XP_396298	K11416	map00760	Nicotinate and nicotinamide metabolism
412846	XP_396298	K11416	map01100	
412846	XP_396298	K11416	map04714	Thermogenesis
412846	XP_396298	K11416	map05230	Central carbon metabolism in cancer
412850	XP_016766803	K14439	map04550	Signaling pathways regulating pluripotency of stem cells
412851	XP_006560539	K22387	map00565	Ether lipid metabolism
412851	XP_006560539	K22387	map01100	
412853	XP_003251836	K11997		
412855	XP_006563980	K06767		
412858	XP_396310			
412859	XP_006560774			
412862	XP_026300142			
412863	XP_396315	K11447	map05202	Transcriptional misregulation in cancer
412864	XP_003250006	K17986	map04137	Mitophagy - animal
412865	XP_006564397	K06823	map04974	Protein digestion and absorption
412866	XP_006564410	K04678	map04120	Ubiquitin mediated proteolysis
412866	XP_006564410	K04678	map04137	Mitophagy - animal
412866	XP_006564410	K04678	map04144	Endocytosis
412866	XP_006564410	K04678	map04340	Hedgehog signaling pathway
412866	XP_006564410	K04678	map04341	Hedgehog signaling pathway - fly
412866	XP_006564410	K04678	map04350	TGF-beta signaling pathway
412866	XP_006564410	K04678	map04520	Adherens junction
412868	XP_006569917	K14016	map04141	Protein processing in endoplasmic reticulum
412869	XP_396321			
412870	XP_016769931	K15143	map04919	Thyroid hormone signaling pathway
412876	XP_006568106	K01958	map00020	Citrate cycle (TCA cycle)
412876	XP_006568106	K01958	map00620	Pyruvate metabolism
412876	XP_006568106	K01958	map00720	Other carbon fixation pathways
412876	XP_006568106	K01958	map01100	
412876	XP_006568106	K01958	map01120	Microbial metabolism in diverse environments
412876	XP_006568106	K01958	map01200	Carbon metabolism
412876	XP_006568106	K01958	map01230	Biosynthesis of amino acids
412878	XP_006561260	K24309		
412880	XP_396332	K18084		
412883	XP_006560939	K22872		
412884	XP_026300010	K12391	map04142	Lysosome
412884	XP_026300010	K12391	map05170	Human immunodeficiency virus 1 infection
412885	XP_016769470	K14662		
412886	XP_396338	K07374	map04145	Phagosome
412886	XP_396338	K07374	map04210	Apoptosis
412886	XP_396338	K07374	map04530	Tight junction
412886	XP_396338	K07374	map04540	Gap junction
412886	XP_396338	K07374	map04814	Motor proteins
412886	XP_396338	K07374	map05010	Alzheimer disease
412886	XP_396338	K07374	map05012	Parkinson disease
412886	XP_396338	K07374	map05014	Amyotrophic lateral sclerosis
412886	XP_396338	K07374	map05016	Huntington disease
412886	XP_396338	K07374	map05020	Prion disease
412886	XP_396338	K07374	map05022	Pathways of neurodegeneration - multiple diseases
412886	XP_396338	K07374	map05130	Pathogenic Escherichia coli infection
412886	XP_396338	K07374	map05132	Salmonella infection
412887	XP_026297189			
412888	XP_006570591			
412889	XP_396341	K00826	map00270	Cysteine and methionine metabolism
412889	XP_396341	K00826	map00280	Valine, leucine and isoleucine degradation
412889	XP_396341	K00826	map00290	Valine, leucine and isoleucine biosynthesis
412889	XP_396341	K00826	map00770	Pantothenate and CoA biosynthesis
412889	XP_396341	K00826	map00966	Glucosinolate biosynthesis
412889	XP_396341	K00826	map01100	
412889	XP_396341	K00826	map01110	Biosynthesis of secondary metabolites
412889	XP_396341	K00826	map01210	2-Oxocarboxylic acid metabolism
412889	XP_396341	K00826	map01230	Biosynthesis of amino acids
412889	XP_396341	K00826	map01240	Biosynthesis of cofactors
412890	XP_026301619	K08619		
412893	XP_016770549			
412896	XP_003249217	K22790		
412897	XP_016767373	K10637	map04979	Cholesterol metabolism
412898	XP_396350	K00504		
412907	XP_016772051	K13808		
412913	XP_396365	K08496	map04130	SNARE interactions in vesicular transport
412914	XP_006565608	K11583	map03015	mRNA surveillance pathway
412914	XP_006565608	K11583	map04071	Sphingolipid signaling pathway
412914	XP_006565608	K11583	map04151	PI3K-Akt signaling pathway
412914	XP_006565608	K11583	map04152	AMPK signaling pathway
412914	XP_006565608	K11583	map04261	Adrenergic signaling in cardiomyocytes
412914	XP_006565608	K11583	map04660	T cell receptor signaling pathway
412914	XP_006565608	K11583	map04728	Dopaminergic synapse
412914	XP_006565608	K11583	map05165	Human papillomavirus infection
412916	XP_006565599	K02678	map04013	MAPK signaling pathway - fly
412916	XP_006565599	K02678	map04014	Ras signaling pathway
412916	XP_006565599	K02678	map04218	Cellular senescence
412916	XP_006565599	K02678	map04320	Dorso-ventral axis formation
412916	XP_006565599	K02678	map05166	Human T-cell leukemia virus 1 infection
412916	XP_006565599	K02678	map05200	Pathways in cancer
412916	XP_006565599	K02678	map05211	Renal cell carcinoma
412917	XP_026297326	K18669	map04111	Cell cycle - yeast
412918	XP_026298659	K23718		
412919	XP_396371	K03120	map03022	Basal transcription factors
412919	XP_396371	K03120	map05016	Huntington disease
412919	XP_396371	K03120	map05017	Spinocerebellar ataxia
412919	XP_396371	K03120	map05165	Human papillomavirus infection
412919	XP_396371	K03120	map05166	Human T-cell leukemia virus 1 infection
412919	XP_396371	K03120	map05203	Viral carcinogenesis
412923	XP_016766676	K01940	map00220	Arginine biosynthesis
412923	XP_016766676	K01940	map00250	Alanine, aspartate and glutamate metabolism
412923	XP_016766676	K01940	map01100	
412923	XP_016766676	K01940	map01110	Biosynthesis of secondary metabolites
412923	XP_016766676	K01940	map01230	Biosynthesis of amino acids
412923	XP_016766676	K01940	map05418	Fluid shear stress and atherosclerosis
412924	XP_016766675	K15292	map04721	Synaptic vesicle cycle
412925	XP_396376			
412926	XP_016771703	K01273		
412927	XP_006560052			
412928	XP_006560058	K15559		
412929	XP_006563973			
412931	XP_396382	K14549	map03008	Ribosome biogenesis in eukaryotes
412932	XP_006561339	K11803		
412933	XP_006561344	K11713		
412934	XP_006565069	K04887		
412935	XP_006565066			
412936	XP_026300585	K14999		
412937	XP_396388	K11374		
412941	XP_016771856	K06258	map04512	ECM-receptor interaction
412943	XP_006557794			
412944	XP_006566667			
412948	XP_026301996	K12657	map00330	Arginine and proline metabolism
412948	XP_026301996	K12657	map01100	
412948	XP_026301996	K12657	map01110	Biosynthesis of secondary metabolites
412948	XP_026301996	K12657	map01230	Biosynthesis of amino acids
412949	XP_026301993	K05313		
412950	XP_026297867	K18723	map03013	Nucleocytoplasmic transport
412950	XP_026297867	K18723	map03015	mRNA surveillance pathway
412950	XP_026297867	K18723	map05014	Amyotrophic lateral sclerosis
412954	XP_026300870	K15456		
412955	XP_006557720			
412956	XP_006569298	K08104	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
412959	XP_016769197	K19948		
412960	XP_006561691			
412961	XP_006561689	K18739	map03250	Viral life cycle - HIV-1
412965	XP_006564807	K19328		
412966	XP_016767570	K12870	map03040	Spliceosome
412968	XP_006564803			
412969	XP_006564801			
412972	XP_396423	K22991	map04140	Autophagy - animal
412975	XP_396426	K04556	map04120	Ubiquitin mediated proteolysis
412975	XP_396426	K04556	map04137	Mitophagy - animal
412975	XP_396426	K04556	map04141	Protein processing in endoplasmic reticulum
412975	XP_396426	K04556	map05012	Parkinson disease
412975	XP_396426	K04556	map05014	Amyotrophic lateral sclerosis
412975	XP_396426	K04556	map05022	Pathways of neurodegeneration - multiple diseases
412976	XP_006566028	K10172		
412979	XP_006557323	K14819		
412984	XP_396435	K17409		
412985	XP_396436			
412986	NP_001177850	K13356	map00073	Cutin, suberine and wax biosynthesis
412986	NP_001177850	K13356	map01110	Biosynthesis of secondary metabolites
412986	NP_001177850	K13356	map04146	Peroxisome
412986	NP_001177850	K13356	map04212	Longevity regulating pathway - worm
412993	XP_006558721	K05313		
412994	XP_003249152	K22790		
412996	XP_396447	K01016	map00140	Steroid hormone biosynthesis
412996	XP_396447	K01016	map01100	
412997	XP_396448	K11802		
413000	XP_396451	K14209	map04138	Autophagy - yeast
413000	XP_396451	K14209	map04974	Protein digestion and absorption
413001	XP_006567801			
413002	XP_006558274			
413005	XP_006560084	K27694		
413006	XP_006563814	K26434		
413011	XP_396462	K01875	map00970	Aminoacyl-tRNA biosynthesis
413012	XP_026296675	K12483	map04144	Endocytosis
413014	XP_396465	K03949	map00190	Oxidative phosphorylation
413014	XP_396465	K03949	map01100	
413014	XP_396465	K03949	map04714	Thermogenesis
413014	XP_396465	K03949	map04723	Retrograde endocannabinoid signaling
413014	XP_396465	K03949	map04932	Non-alcoholic fatty liver disease
413014	XP_396465	K03949	map05010	Alzheimer disease
413014	XP_396465	K03949	map05012	Parkinson disease
413014	XP_396465	K03949	map05014	Amyotrophic lateral sclerosis
413014	XP_396465	K03949	map05016	Huntington disease
413014	XP_396465	K03949	map05020	Prion disease
413014	XP_396465	K03949	map05022	Pathways of neurodegeneration - multiple diseases
413014	XP_396465	K03949	map05208	Chemical carcinogenesis - reactive oxygen species
413014	XP_396465	K03949	map05415	Diabetic cardiomyopathy
413018	XP_006571185	K14290	map03008	Ribosome biogenesis in eukaryotes
413018	XP_006571185	K14290	map03013	Nucleocytoplasmic transport
413018	XP_006571185	K14290	map03250	Viral life cycle - HIV-1
413018	XP_006571185	K14290	map04013	MAPK signaling pathway - fly
413018	XP_006571185	K14290	map05164	Influenza A
413018	XP_006571185	K14290	map05166	Human T-cell leukemia virus 1 infection
413020	XP_006562252	K04919	map04925	Aldosterone synthesis and secretion
413021	XP_006562242	K23624		
413023	XP_006564291			
413024	XP_396475	K16513	map04713	Circadian entrainment
413025	XP_006569700	K19511		
413029	XP_006559521	K08835	map04928	Parathyroid hormone synthesis, secretion and action
413030	XP_016769442	K20656	map00565	Ether lipid metabolism
413030	XP_016769442	K20656	map01100	
413032	XP_006560758	K10799		
413034	XP_006560763	K07868	map04120	Ubiquitin mediated proteolysis
413036	XP_006560766	K19526		
413040	XP_016768310	K22919		
413043	XP_026297082	K00699	map00040	Pentose and glucuronate interconversions
413043	XP_026297082	K00699	map00053	Ascorbate and aldarate metabolism
413043	XP_026297082	K00699	map00140	Steroid hormone biosynthesis
413043	XP_026297082	K00699	map00830	Retinol metabolism
413043	XP_026297082	K00699	map00860	Porphyrin metabolism
413043	XP_026297082	K00699	map00980	Metabolism of xenobiotics by cytochrome P450
413043	XP_026297082	K00699	map00982	Drug metabolism - cytochrome P450
413043	XP_026297082	K00699	map00983	Drug metabolism - other enzymes
413043	XP_026297082	K00699	map01100	
413043	XP_026297082	K00699	map01110	Biosynthesis of secondary metabolites
413043	XP_026297082	K00699	map01240	Biosynthesis of cofactors
413043	XP_026297082	K00699	map04976	Bile secretion
413043	XP_026297082	K00699	map05204	Chemical carcinogenesis - DNA adducts
413043	XP_026297082	K00699	map05207	Chemical carcinogenesis - receptor activation
413045	NP_001035352	K27890		
413046	XP_003251652			
413047	XP_006568129	K01050		
413048	XP_006568128	K13811	map00230	Purine metabolism
413048	XP_006568128	K13811	map00261	Monobactam biosynthesis
413048	XP_006568128	K13811	map00450	Selenocompound metabolism
413048	XP_006568128	K13811	map00920	Sulfur metabolism
413048	XP_006568128	K13811	map01100	
413048	XP_006568128	K13811	map01110	Biosynthesis of secondary metabolites
413048	XP_006568128	K13811	map01120	Microbial metabolism in diverse environments
413051	XP_396502	K06971		
413052	XP_016768956	K08886		
413053	XP_396504	K13137		
413054	XP_026299686	K19511		
413055	XP_396506			
413056	XP_026302052			
413060	XP_016766451	K09442	map04361	Axon regeneration
413063	XP_016767892	K20704		
413064	XP_006558369	K02542	map03030	DNA replication
413064	XP_006558369	K02542	map04110	Cell cycle
413064	XP_006558369	K02542	map04111	Cell cycle - yeast
413064	XP_006558369	K02542	map04113	Meiosis - yeast
413065	XP_006559900			
413068	XP_006565024	K19682		
413069	XP_396520	K05016		
413071	XP_006557567	K00901	map00561	Glycerolipid metabolism
413071	XP_006557567	K00901	map00564	Glycerophospholipid metabolism
413071	XP_006557567	K00901	map01100	
413071	XP_006557567	K00901	map01110	Biosynthesis of secondary metabolites
413071	XP_006557567	K00901	map04070	Phosphatidylinositol signaling system
413071	XP_006557567	K00901	map04072	Phospholipase D signaling pathway
413071	XP_006557567	K00901	map04361	Axon regeneration
413071	XP_006557567	K00901	map05231	Choline metabolism in cancer
413073	XP_006565453	K20317		
413074	XP_006565452	K13184		
413076	XP_006565458	K08701		
413078	XP_003250307	K10703	map00062	Fatty acid elongation
413078	XP_003250307	K10703	map01040	Biosynthesis of unsaturated fatty acids
413078	XP_003250307	K10703	map01100	
413078	XP_003250307	K10703	map01110	Biosynthesis of secondary metabolites
413078	XP_003250307	K10703	map01212	Fatty acid metabolism
413080	XP_006568644	K01102		
413081	XP_006568640	K10260	map04120	Ubiquitin mediated proteolysis
413083	XP_006565076	K14999		
413086	XP_006570423	K10776	map03410	Base excision repair
413087	XP_006570432	K15332		
413089	XP_006566862	K23677		
413091	XP_006570448	K27103		
413096	XP_006570469	K10589	map04120	Ubiquitin mediated proteolysis
413097	XP_026299492	K10408	map04814	Motor proteins
413097	XP_026299492	K10408	map05014	Amyotrophic lateral sclerosis
413097	XP_026299492	K10408	map05016	Huntington disease
413097	XP_026299492	K10408	map05022	Pathways of neurodegeneration - multiple diseases
413098	XP_396549			
413099	XP_396550	K12616	map03018	RNA degradation
413101	XP_396552	K11304	map03082	ATP-dependent chromatin remodeling
413101	XP_396552	K11304	map05017	Spinocerebellar ataxia
