ame	ncbi	ko	amepathway	amepathname
412510	XP_026298837	K21411		
412511	XP_006562013	K23583	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412513	XP_026301566			
412515	XP_006571990			
412516	XP_395972	K16487		
412521	XP_016768748	K12613	ame03018	RNA degradation - Apis mellifera (honey bee)
412522	XP_625073	K00162	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
412522	XP_625073	K00162	ame00020	Citrate cycle (TCA cycle) - Apis mellifera (honey bee)
412522	XP_625073	K00162	ame00620	Pyruvate metabolism - Apis mellifera (honey bee)
412522	XP_625073	K00162	ame00785	Lipoic acid metabolism - Apis mellifera (honey bee)
412522	XP_625073	K00162	ame01100	
412522	XP_625073	K00162	ame01200	Carbon metabolism - Apis mellifera (honey bee)
412522	XP_625073	K00162	ame01210	2-Oxocarboxylic acid metabolism - Apis mellifera (honey bee)
412523	XP_016773380			
412524	XP_003249558	K16056		
412526	XP_395981	K09584	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
412528	XP_006562598	K17622		
412529	XP_003249854	K07293	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
412529	XP_003249854	K07293	ame04148	Efferocytosis - Apis mellifera (honey bee)
412531	XP_395986	K20406	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
412536	XP_006572060			
412540	XP_026295959			
412541	XP_006565089	K01897	ame00061	Fatty acid biosynthesis - Apis mellifera (honey bee)
412541	XP_006565089	K01897	ame00071	Fatty acid degradation - Apis mellifera (honey bee)
412541	XP_006565089	K01897	ame01100	
412541	XP_006565089	K01897	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
412541	XP_006565089	K01897	ame04146	Peroxisome - Apis mellifera (honey bee)
412543	XP_623146			
412544	XP_006570003	K26680		
412545	XP_006564152			
412546	XP_026302051	K11136		
412547	XP_006557346	K03017	ame03020	RNA polymerase - Apis mellifera (honey bee)
412547	XP_006557346	K03017	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
412548	XP_396003	K00166	ame00280	Valine, leucine and isoleucine degradation - Apis mellifera (honey bee)
412548	XP_396003	K00166	ame00640	Propanoate metabolism - Apis mellifera (honey bee)
412548	XP_396003	K00166	ame00785	Lipoic acid metabolism - Apis mellifera (honey bee)
412548	XP_396003	K00166	ame01100	
412548	XP_396003	K00166	ame01210	2-Oxocarboxylic acid metabolism - Apis mellifera (honey bee)
412549	XP_396004	K02879	ame03010	Ribosome - Apis mellifera (honey bee)
412550	XP_006570309	K20804		
412552	XP_026297493	K12603	ame03018	RNA degradation - Apis mellifera (honey bee)
412554	XP_396009	K20346		
412557	XP_396012	K00586		
412560	XP_396015	K02211	ame03250	Viral life cycle - HIV-1 - Apis mellifera (honey bee)
412563	XP_006561444	K00649	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
412563	XP_006561444	K00649	ame04146	Peroxisome - Apis mellifera (honey bee)
412564	XP_016770900	K21991		
412569	XP_006564508	K15791	ame00310	Lysine degradation - Apis mellifera (honey bee)
412569	XP_006564508	K15791	ame00380	Tryptophan metabolism - Apis mellifera (honey bee)
412569	XP_006564508	K15791	ame00785	Lipoic acid metabolism - Apis mellifera (honey bee)
412569	XP_006564508	K15791	ame01100	
412569	XP_006564508	K15791	ame01210	2-Oxocarboxylic acid metabolism - Apis mellifera (honey bee)
412570	XP_006567021	K14071		
412573	XP_396028	K18283	ame00230	Purine metabolism - Apis mellifera (honey bee)
412573	XP_396028	K18283	ame01100	
412574	XP_006569370	K24643		
412578	XP_006559927	K15152		
412580	XP_396035	K11436		
412584	XP_396039	K13174	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412588	XP_006568193	K08892	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
412589	XP_396044	K12173	ame03440	Homologous recombination - Apis mellifera (honey bee)
412591	XP_006564466	K04577	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
412593	XP_006567927	K10610	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
412593	XP_006567927	K10610	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412594	XP_026294700	K04531		
412596	XP_396051	K20309		
412598	XP_006562871			
412599	XP_396054	K20314		
412601	XP_006571224	K23605	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
412601	XP_006571224	K23605	ame04144	Endocytosis - Apis mellifera (honey bee)
412601	XP_006571224	K23605	ame04310	Wnt signaling pathway - Apis mellifera (honey bee)
412601	XP_006571224	K23605	ame04350	TGF-beta signaling pathway - Apis mellifera (honey bee)
412602	XP_006562406	K13126	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
412602	XP_006562406	K13126	ame03018	RNA degradation - Apis mellifera (honey bee)
412606	XP_026299447	K26118		
412607	XP_006562935			
412608	XP_006561443	K06070		
412610	XP_026297975	K21456	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
412610	XP_026297975	K21456	ame00480	Glutathione metabolism - Apis mellifera (honey bee)
412610	XP_026297975	K21456	ame01100	
412610	XP_026297975	K21456	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412611	XP_396066	K05906	ame00900	Terpenoid backbone biosynthesis - Apis mellifera (honey bee)
412612	XP_006568082			
412613	XP_016773404	K10842	ame03022	Basal transcription factors - Apis mellifera (honey bee)
412613	XP_016773404	K10842	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
412616	XP_006569306	K15074		
412617	XP_006563110	K16676	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
412619	XP_396074	K00764	ame00230	Purine metabolism - Apis mellifera (honey bee)
412619	XP_396074	K00764	ame00250	Alanine, aspartate and glutamate metabolism - Apis mellifera (honey bee)
412619	XP_396074	K00764	ame01100	
412620	XP_006569918	K12303		
412623	XP_006562381	K25291		
412624	XP_396079	K25166		
412626	XP_006570893			
412627	XP_026299235	K14404	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
412629	XP_006567414	K24763		
412630	XP_006565224	K13885	ame03272	Virion - Hepatitis viruses - Apis mellifera (honey bee)
412630	XP_006565224	K13885	ame04145	Phagosome - Apis mellifera (honey bee)
412632	NP_001164443	K00939	ame00230	Purine metabolism - Apis mellifera (honey bee)
412632	NP_001164443	K00939	ame00730	Thiamine metabolism - Apis mellifera (honey bee)
412632	NP_001164443	K00939	ame01100	
412632	NP_001164443	K00939	ame01232	Nucleotide metabolism - Apis mellifera (honey bee)
412632	NP_001164443	K00939	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412635	XP_396090	K19873	ame00515	Mannose type O-glycan biosynthesis - Apis mellifera (honey bee)
412635	XP_396090	K19873	ame01100	
412636	XP_006570054	K24083		
412637	XP_006557362			
412638	XP_396093	K17915	ame04814	Motor proteins - Apis mellifera (honey bee)
412641	XP_006567807			
412642	XP_006572192	K24996		
412643	NP_001265260			
412644	XP_016772763	K15235		
412646	XP_026294816			
412647	XP_026298556	K16943	ame04215	Apoptosis - multiple species - Apis mellifera (honey bee)
412650	XP_016769260	K19673		
412655	XP_006568074	K10147		
412661	XP_623593			
412662	XP_006558813	K12200	ame03250	Viral life cycle - HIV-1 - Apis mellifera (honey bee)
412662	XP_006558813	K12200	ame03272	Virion - Hepatitis viruses - Apis mellifera (honey bee)
412662	XP_006558813	K12200	ame04144	Endocytosis - Apis mellifera (honey bee)
412663	XP_026299731	K06240	ame04512	ECM-receptor interaction - Apis mellifera (honey bee)
412665	XP_006572049			
412666	XP_003250648	K15637	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
412667	XP_006572204	K05126		
412670	XP_396126	K00831	ame00260	Glycine, serine and threonine metabolism - Apis mellifera (honey bee)
412670	XP_396126	K00831	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
412670	XP_396126	K00831	ame00750	Vitamin B6 metabolism - Apis mellifera (honey bee)
412670	XP_396126	K00831	ame01100	
412670	XP_396126	K00831	ame01200	Carbon metabolism - Apis mellifera (honey bee)
412670	XP_396126	K00831	ame01230	Biosynthesis of amino acids - Apis mellifera (honey bee)
412670	XP_396126	K00831	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412674	XP_006568657	K01079	ame00260	Glycine, serine and threonine metabolism - Apis mellifera (honey bee)
412674	XP_006568657	K01079	ame01100	
412674	XP_006568657	K01079	ame01200	Carbon metabolism - Apis mellifera (honey bee)
412674	XP_006568657	K01079	ame01230	Biosynthesis of amino acids - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame00220	Arginine biosynthesis - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame00250	Alanine, aspartate and glutamate metabolism - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame00330	Arginine and proline metabolism - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame00350	Tyrosine metabolism - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame00360	Phenylalanine metabolism - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame01100	
412675	XP_396131	K14455	ame01200	Carbon metabolism - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame01210	2-Oxocarboxylic acid metabolism - Apis mellifera (honey bee)
412675	XP_396131	K14455	ame01230	Biosynthesis of amino acids - Apis mellifera (honey bee)
412676	XP_396132	K11789		
412678	XP_396134	K15100		
412679	XP_026298629	K27817		
412681	XP_623859	K08656		
412687	XP_396142	K17889	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412688	XP_396143	K14840		
412690	XP_396145	K20031		
412694	XP_026298035	K06497	ame03272	Virion - Hepatitis viruses - Apis mellifera (honey bee)
412694	XP_026298035	K06497	ame04142	Lysosome - Apis mellifera (honey bee)
412696	XP_006559462	K17607		
412697	XP_016766441	K22697	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
412700	XP_396155	K10844	ame03022	Basal transcription factors - Apis mellifera (honey bee)
412700	XP_396155	K10844	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
412701	XP_026297818	K19527		
412703	XP_006562783	K18809	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
412705	XP_006570350	K11341	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
412707	XP_396160	K20195	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
412708	XP_396161	K04507	ame04310	Wnt signaling pathway - Apis mellifera (honey bee)
412710	XP_396163	K20302		
412711	XP_016766494	K10394	ame04814	Motor proteins - Apis mellifera (honey bee)
412712	XP_006571530	K03354	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412714	XP_006561792	K04739		
412721	XP_016772926	K14312	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412722	XP_006569779	K23551		
412727	XP_396180	K23438		
412728	XP_396181	K20131	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
412731	XP_026299965	K01099	ame00562	Inositol phosphate metabolism - Apis mellifera (honey bee)
412731	XP_026299965	K01099	ame01100	
412731	XP_026299965	K01099	ame04070	Phosphatidylinositol signaling system - Apis mellifera (honey bee)
412734	XP_396187	K24939		
412735	XP_026300111	K12504	ame00900	Terpenoid backbone biosynthesis - Apis mellifera (honey bee)
412739	XP_396192	K06754		
412740	NP_001071280	K05181	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
412741	XP_396194	K14950		
412742	XP_006565266	K11654	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
412744	XP_006572428	K22991	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412745	XP_026298830	K16476		
412746	XP_006564669	K17613		
412747	NP_001071281	K16288		
412748	XP_026301943	K05679	ame02010	ABC transporters - Apis mellifera (honey bee)
412749	XP_396202	K05662	ame02010	ABC transporters - Apis mellifera (honey bee)
412750	XP_396203	K03163		
412751	XP_006562241	K15289		
412755	XP_396208	K24739		
412756	XP_026297050	K10901	ame03440	Homologous recombination - Apis mellifera (honey bee)
412756	XP_026297050	K10901	ame03460	Fanconi anemia pathway - Apis mellifera (honey bee)
412759	XP_006559197	K25452		
412762	XP_396215	K02514	ame00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Apis mellifera (honey bee)
412763	XP_006561723			
412764	XP_396217			
412767	XP_396220			
412768	XP_006561719			
412769	XP_006561717	K24956		
412770	XP_006561713	K09389		
412774	XP_006561041	K19511		
412775	XP_026301171	K10408	ame04814	Motor proteins - Apis mellifera (honey bee)
412777	XP_006571344	K13750		
412778	XP_006571348	K08115		
412780	XP_006564293	K24576		
412782	XP_396235	K00940	ame00230	Purine metabolism - Apis mellifera (honey bee)
412782	XP_396235	K00940	ame00240	Pyrimidine metabolism - Apis mellifera (honey bee)
412782	XP_396235	K00940	ame00983	Drug metabolism - other enzymes - Apis mellifera (honey bee)
412782	XP_396235	K00940	ame01100	
412782	XP_396235	K00940	ame01232	Nucleotide metabolism - Apis mellifera (honey bee)
412782	XP_396235	K00940	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
412784	XP_396237	K01410		
412787	XP_026298520	K23404		
412788	XP_006566998			
412789	XP_006563668			
412791	XP_026301178			
412795	XP_006563686	K16500		
412796	XP_006563705	K05605	ame00280	Valine, leucine and isoleucine degradation - Apis mellifera (honey bee)
412796	XP_006563705	K05605	ame00410	beta-Alanine metabolism - Apis mellifera (honey bee)
412796	XP_006563705	K05605	ame00640	Propanoate metabolism - Apis mellifera (honey bee)
412796	XP_006563705	K05605	ame01100	
412796	XP_006563705	K05605	ame01200	Carbon metabolism - Apis mellifera (honey bee)
412797	XP_016771112			
412799	XP_006564321	K26219		
412801	XP_396254			
412804	XP_016768559	K16759		
412806	XP_396259	K26683		
412808	XP_006565537	K11140	ame00480	Glutathione metabolism - Apis mellifera (honey bee)
412808	XP_006565537	K11140	ame01100	
412810	XP_006565533	K02154	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
412810	XP_006565533	K02154	ame01100	
412810	XP_006565533	K02154	ame04142	Lysosome - Apis mellifera (honey bee)
412810	XP_006565533	K02154	ame04145	Phagosome - Apis mellifera (honey bee)
412813	XP_016772487			
412815	XP_006567467	K00665	ame00061	Fatty acid biosynthesis - Apis mellifera (honey bee)
412815	XP_006567467	K00665	ame01100	
412815	XP_006567467	K00665	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
412816	XP_006569525	K08488	ame04130	SNARE interactions in vesicular transport - Apis mellifera (honey bee)
412816	XP_006569525	K08488	ame04140	Autophagy - animal - Apis mellifera (honey bee)
412816	XP_006569525	K08488	ame04145	Phagosome - Apis mellifera (honey bee)
412817	XP_396270	K20221	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412818	XP_006569533	K05210	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
412823	XP_006562516	K16569		
412824	XP_006560780	K15620		
412825	XP_026298015			
412827	XP_396279	K16747		
412828	XP_396280	K22647		
412829	XP_006563290	K01135	ame00531	Glycosaminoglycan degradation - Apis mellifera (honey bee)
412829	XP_006563290	K01135	ame01100	
412829	XP_006563290	K01135	ame04142	Lysosome - Apis mellifera (honey bee)
412830	XP_006563759			
412832	XP_396284	K06674		
412834	XP_006559928	K25201	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412835	XP_026298037	K14313	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
412837	XP_006563841	K10743	ame03030	DNA replication - Apis mellifera (honey bee)
412838	XP_006563834	K01191	ame00511	Other glycan degradation - Apis mellifera (honey bee)
412839	XP_006559002	K24889		
412840	XP_006559001	K24889		
412842	XP_396294	K17922		
412843	XP_006560527	K01596	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
412843	XP_006560527	K01596	ame00020	Citrate cycle (TCA cycle) - Apis mellifera (honey bee)
412843	XP_006560527	K01596	ame00620	Pyruvate metabolism - Apis mellifera (honey bee)
412843	XP_006560527	K01596	ame01100	
412843	XP_006560527	K01596	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
412844	XP_026295424	K06639		
412846	XP_396298	K11416	ame00760	Nicotinate and nicotinamide metabolism - Apis mellifera (honey bee)
412846	XP_396298	K11416	ame01100	
412850	XP_016766803	K14439		
412851	XP_006560539	K22387	ame00565	Ether lipid metabolism - Apis mellifera (honey bee)
412851	XP_006560539	K22387	ame01100	
412853	XP_003251836	K11997		
412855	XP_006563980	K06767		
412858	XP_396310			
412859	XP_006560774			
412862	XP_026300142			
412863	XP_396315	K11447		
412864	XP_003250006	K17986	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
412865	XP_006564397	K06823		
412866	XP_006564410	K04678	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
412866	XP_006564410	K04678	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
412866	XP_006564410	K04678	ame04144	Endocytosis - Apis mellifera (honey bee)
412866	XP_006564410	K04678	ame04341	Hedgehog signaling pathway - fly - Apis mellifera (honey bee)
412866	XP_006564410	K04678	ame04350	TGF-beta signaling pathway - Apis mellifera (honey bee)
