K14018	dme:Dmel_CG5105
K17914	dme:Dmel_CG12964
K17914	dme:Dmel_CG8183
K18156	dme:Dmel_CG5131
K18157	dme:Dmel_CG13392
K18200	dme:Dmel_CG12130
K18200	dme:Dmel_CG5472
K17887	dme:Dmel_CG1514
K17923	dme:Dmel_CG6757
K17929	dme:Dmel_CG5734
K01017	dme:Dmel_CG31743
K18211	dme:Dmel_CG40452
K17889	dme:Dmel_CG11877
K14457	dme:Dmel_CG1941
K17908	dme:Dmel_CG7986
K17908	dme:Dmel_CG8678
K18061	dme:Dmel_CG6939
K17988	dme:Dmel_CG32226
K16667	dme:Dmel_CG11516
K17902	dme:Dmel_CG42612
K17907	dme:Dmel_CG3615
K04266	dme:Dmel_CG9753
K24341	dme:Dmel_CG8403
K15005	dme:Dmel_CG8864
K15005	dme:Dmel_CG10833
K17964	dme:Dmel_CG10302
K17964	dme:Dmel_CG14786
K08331	dme:Dmel_CG7331
K17890	dme:Dmel_CG31033
K17936	dme:Dmel_CG32758
K18060	dme:Dmel_CG11418
K17935	dme:Dmel_CG5439
K17894	dme:Dmel_CG9656
K18025	dme:Dmel_CG9493
K18082	dme:Dmel_CG3632
K18048	dme:Dmel_CG9347
K18085	dme:Dmel_CG14411
K18037	dme:Dmel_CG1228
K18038	dme:Dmel_CG32697
K18041	dme:Dmel_CG4993
K17915	dme:Dmel_CG10718
K17920	dme:Dmel_CG8282
K17986	dme:Dmel_CG5676
K18081	dme:Dmel_CG9115
K05694	dme:Dmel_CG6899
K18173	dme:Dmel_CG15653
K18173	dme:Dmel_CG31913
K18175	dme:Dmel_CG42630
K18179	dme:Dmel_CG42376
K18188	dme:Dmel_CG11562
K09008	dme:Dmel_CG5569
K18184	dme:Dmel_CG7620
K18183	dme:Dmel_CG42496
K18186	dme:Dmel_CG14483
K18194	dme:Dmel_CG15304
K18180	dme:Dmel_CG13865
K17968	dme:Dmel_CG30108
K17968	dme:Dmel_CG30109
K14165	dme:Dmel_CG15528
K18040	dme:Dmel_CG9311
K17888	dme:Dmel_CG12821
K21437	dme:Dmel_CG15118
K17981	dme:Dmel_CG7772
K21436	dme:Dmel_CG10984
K12567	dme:Dmel_CG14964
K18134	dme:Dmel_CG9867
K17916	dme:Dmel_CG5658
K17917	dme:Dmel_CG2774
K17986	dme:Dmel_CG12511
K21456	dme:Dmel_CG6835
K21442	dme:Dmel_CG10809
K17918	dme:Dmel_CG6359
K17960	dme:Dmel_CG18377
K18160	dme:Dmel_CG43346
K04606	dme:Dmel_CG11144
K18084	dme:Dmel_CG5026
K18086	dme:Dmel_CG6542
K05694	dme:Dmel_CG1817
K14394	dme:Dmel_CG31469
K17928	dme:Dmel_CG6410
K17885	dme:Dmel_CG10920
K17885	dme:Dmel_CG6851
K17966	dme:Dmel_CG7506
K17969	dme:Dmel_CG17510
K11446	dme:Dmel_CG9088
K22611	dme:Dmel_CG3312
K17972	dme:Dmel_CG14222
K22610	dme:Dmel_CG10600
K17973	dme:Dmel_CG4845
K03103	dme:Dmel_CG4123
K18168	dme:Dmel_CG12895
K18168	dme:Dmel_CG14757
K18161	dme:Dmel_CG11722
K04699	dme:Dmel_CG8146
K18083	dme:Dmel_CG3530
K18164	dme:Dmel_CG17726
K18166	dme:Dmel_CG10655
K18166	dme:Dmel_CG3270
K18211	dme:Dmel_CG9474
K18169	dme:Dmel_CG15173
K18162	dme:Dmel_CG8067
K18264	dme:Dmel_CG3662
K18171	dme:Dmel_CG17996
K18172	dme:Dmel_CG42375
K18259	dme:Dmel_CG11592
K18177	dme:Dmel_CG44194
K18260	dme:Dmel_CG4713
K18178	dme:Dmel_CG13018
K18269	dme:Dmel_CG5073
K18182	dme:Dmel_CG14865
K18270	dme:Dmel_CG31935
K18328	dme:Dmel_CG7942
K01979	dme:Dmel_CR45838
K01979	dme:Dmel_CR41548
K01979	dme:Dmel_CR45841
K01986	dme:Dmel_CR45852
K01986	dme:Dmel_CR45839
K01986	dme:Dmel_CR45842
K01986	dme:Dmel_CR40454
K01982	dme:Dmel_CR45844
K19573	dme:Dmel_CG3967
K24682	dme:Dmel_CG11212
K19511	dme:Dmel_CG7660
K04417	dme:Dmel_CG2272
K19573	dme:Dmel_CG17003
K19572	dme:Dmel_CG5992
K18966	dme:Dmel_CG7811
K18402	dme:Dmel_CG10042
K18399	dme:Dmel_CG5377
K09565	dme:Dmel_CG7768
K17751	dme:Dmel_CG17927
K18401	dme:Dmel_CG18041
K18410	dme:Dmel_CG2183
K18405	dme:Dmel_CG43726
K18405	dme:Dmel_CG9450
K17307	dme:Dmel_CG7526
K18421	dme:Dmel_CG7138
K18400	dme:Dmel_CG4699
K18327	dme:Dmel_CG6833
K18403	dme:Dmel_CG8631
K18404	dme:Dmel_CG13472
K18405	dme:Dmel_CG9925
K18406	dme:Dmel_CG7082
K18407	dme:Dmel_CG8589
K18408	dme:Dmel_CG3158
K18411	dme:Dmel_CG11254
K18412	dme:Dmel_CG31992
K05312	dme:Dmel_CG6698
K18342	dme:Dmel_CG7857
K18415	dme:Dmel_CG4771
K18413	dme:Dmel_CG15707
K18414	dme:Dmel_CG4711
K18417	dme:Dmel_CG44248
K18420	dme:Dmel_CG6866
K18419	dme:Dmel_CG1800
K18423	dme:Dmel_CG13281
K04157	dme:Dmel_CG42796
K20015	dme:Dmel_CG18389
K20213	dme:Dmel_CG1849
K20214	dme:Dmel_CG1689
K01834	dme:Dmel_CG7059
K00699	dme:Dmel_CG17322
K00599	dme:Dmel_CG34195
K18443	dme:Dmel_CG8487
K18462	dme:Dmel_CG16742
K18463	dme:Dmel_CG7429
K18467	dme:Dmel_CG4764
K18484	dme:Dmel_CG10250
K18449	dme:Dmel_CG11593
K18441	dme:Dmel_CG11628
K18461	dme:Dmel_CG13176
K18464	dme:Dmel_CG12272
K18468	dme:Dmel_CG5625
K27757	dme:Dmel_CG2124
K22561	dme:Dmel_CG33677
K18460	dme:Dmel_CG33180
K18469	dme:Dmel_CG8449
K18442	dme:Dmel_CG7578
K18486	dme:Dmel_CG18144
K01769	dme:Dmel_CG4154
K01769	dme:Dmel_CG14886
K18465	dme:Dmel_CG13957
K18466	dme:Dmel_CG14804
K18470	dme:Dmel_CG6811
K25450	dme:Dmel_CG14325
K18595	dme:Dmel_CG42247
K18586	dme:Dmel_CG32174
K18587	dme:Dmel_CG30493
K18631	dme:Dmel_CG4767
K10408	dme:Dmel_CG5526
K13886	dme:Dmel_CG9446
K18532	dme:Dmel_CG8816
K07885	dme:Dmel_CG14791
K19502	dme:Dmel_CG15270
K22904	dme:Dmel_CG31717
K05673	dme:Dmel_CG31793
K18630	dme:Dmel_CG32820
K18584	dme:Dmel_CG7558
K10408	dme:Dmel_CG7092
K10408	dme:Dmel_CG1842
K10408	dme:Dmel_CG15804
K10408	dme:Dmel_CG3723
K18621	dme:Dmel_CG2092
K18622	dme:Dmel_CG43443
K18630	dme:Dmel_CG32819
K18592	dme:Dmel_CG6461
K18619	dme:Dmel_CG4532
K18624	dme:Dmel_CG31357
K18625	dme:Dmel_CG34379
K18628	dme:Dmel_CG10541
K18629	dme:Dmel_CG3085
K18630	dme:Dmel_CG17450
K22791	dme:Dmel_CG7431
K18633	dme:Dmel_CG42787
K10408	dme:Dmel_CG9492
K04526	dme:Dmel_CG33273
K04526	dme:Dmel_CG8167
K04526	dme:Dmel_CG14173
K18710	dme:Dmel_CG11886
K04733	dme:Dmel_CG10520
K12160	dme:Dmel_CG4494
K18728	dme:Dmel_CG32016
K18733	dme:Dmel_CG17386
K20696	dme:Dmel_CG1373
K20696	dme:Dmel_CG1878
K18739	dme:Dmel_CG6605
K18743	dme:Dmel_CG18811
K18742	dme:Dmel_CG10901
K18655	dme:Dmel_CG17023
K18747	dme:Dmel_CG43770
K18763	dme:Dmel_CG11505
K18659	dme:Dmel_CG1034
K18663	dme:Dmel_CG5205
K18757	dme:Dmel_CG42551
K15308	dme:Dmel_CG4070
K18669	dme:Dmel_CG40478
K18674	dme:Dmel_CG5288
K04491	dme:Dmel_CG34403
K04526	dme:Dmel_CG14167
K04526	dme:Dmel_CG6736
K05459	dme:Dmel_CG14049
K02602	dme:Dmel_CG43782
K18695	dme:Dmel_CG2818
K18741	dme:Dmel_CG5637
K18646	dme:Dmel_CG5784
K18745	dme:Dmel_CG8994
K18752	dme:Dmel_CG7398
K18644	dme:Dmel_CG8846
K18756	dme:Dmel_CG4824
K18666	dme:Dmel_CG12129
K18667	dme:Dmel_CG2701
K02084	dme:Dmel_CG6829
K04730	dme:Dmel_CG5974
K04404	dme:Dmel_CG7417
K24029	dme:Dmel_CG44254
K18734	dme:Dmel_CG6729
K18732	dme:Dmel_CG8149
K12571	dme:Dmel_CG8232
K26808	dme:Dmel_CG5886
K18621	dme:Dmel_CG30183
K18643	dme:Dmel_CG13956
K18723	dme:Dmel_CG14749
K18668	dme:Dmel_CG10889
K18764	dme:Dmel_CG31299
K18703	dme:Dmel_CG10877
K18708	dme:Dmel_CG13807
K18726	dme:Dmel_CG10372
K18729	dme:Dmel_CG12273
K18754	dme:Dmel_CG17334
K18735	dme:Dmel_CG3857
K18669	dme:Dmel_CG4551
K18730	dme:Dmel_CG11148
K18749	dme:Dmel_CG10686
K18746	dme:Dmel_CG11181
K22984	dme:Dmel_CG10609
K22984	dme:Dmel_CG10759
K22984	dme:Dmel_CG11735
K18665	dme:Dmel_CG11095
K20791	dme:Dmel_CG11989
K09408	dme:Dmel_CG3143
K18809	dme:Dmel_CG5490
K01669	dme:Dmel_CG11205
K01669	dme:Dmel_CG18853
K05658	dme:Dmel_CG3879
K05665	dme:Dmel_CG6214
K05673	dme:Dmel_CG14709
K05673	dme:Dmel_CG31792
K05673	dme:Dmel_CG7627
K05673	dme:Dmel_CG8799
K05673	dme:Dmel_CG9270
K04599	dme:Dmel_CG7476
K08462	dme:Dmel_CG15744
K08471	dme:Dmel_CG31930
K05313	dme:Dmel_CG42643
K03440	dme:Dmel_CG13568
K03440	dme:Dmel_CG31105
K07847	dme:Dmel_CG44011
K06756	dme:Dmel_CG1634
K06820	dme:Dmel_CG11081
K06842	dme:Dmel_CG6446
K16365	dme:Dmel_CG5094
K06497	dme:Dmel_CG10106
K06497	dme:Dmel_CG12846
K19363	dme:Dmel_CG42565
K19363	dme:Dmel_CG42566
K13348	dme:Dmel_CG14778
K13353	dme:Dmel_CG33474
K13355	dme:Dmel_CG10195
K13355	dme:Dmel_CG18094
K10369	dme:Dmel_CG45186
K05701	dme:Dmel_CG43140
K13963	dme:Dmel_CG6717
K13963	dme:Dmel_CG9453
K13963	dme:Dmel_CG9454
K13278	dme:Dmel_CG8526
K18204	dme:Dmel_CG3835
K01379	dme:Dmel_CG17283
K01379	dme:Dmel_CG31661
K01379	dme:Dmel_CG31926
K01379	dme:Dmel_CG31928
K01379	dme:Dmel_CG33128
K01379	dme:Dmel_CG5860
K04397	dme:Dmel_CG14902
K08597	dme:Dmel_CG1503
K05687	dme:Dmel_CG1349
K14358	dme:Dmel_CG10098
K14999	dme:Dmel_CG7249
K14649	dme:Dmel_CG11308
K03126	dme:Dmel_CG15632
K14960	dme:Dmel_CG17440
K17452	dme:Dmel_CG9397
K09322	dme:Dmel_CG5264
K09328	dme:Dmel_CG6352
K09331	dme:Dmel_CG34367
K09342	dme:Dmel_CG17594
K09349	dme:Dmel_CG43748
K09371	dme:Dmel_CG4328
K07809	dme:Dmel_CG7890
K09658	dme:Dmel_CG42456
K08110	dme:Dmel_CG32146
K08115	dme:Dmel_CG10275
K04520	dme:Dmel_CG7727
K06843	dme:Dmel_CG10521
K06843	dme:Dmel_CG18657
K05283	dme:Dmel_CG18173
K05283	dme:Dmel_CG9870
K08957	dme:Dmel_CG12147
K08957	dme:Dmel_CG2577
K08957	dme:Dmel_CG7094
K08817	dme:Dmel_CG6800
K04671	dme:Dmel_CG10776
K09385	dme:Dmel_CG9571
K15436	dme:Dmel_CG10950
K14298	dme:Dmel_CG12782
K14320	dme:Dmel_CG13137
K14321	dme:Dmel_CG18787
K03249	dme:Dmel_CG8335
K03259	dme:Dmel_CG32859
K03259	dme:Dmel_CG8277
K12606	dme:Dmel_CG9573
K04077	dme:Dmel_CG16954
K04077	dme:Dmel_CG2830
K14785	dme:Dmel_CG10993
K14785	dme:Dmel_CG32706
K14785	dme:Dmel_CG40813
K14785	dme:Dmel_CG41562
K14785	dme:Dmel_CG6999
K20221	dme:Dmel_CG32165
K14825	dme:Dmel_CG31787
K14830	dme:Dmel_CG9123
K17820	dme:Dmel_CG4901
K17656	dme:Dmel_CG13458
K01173	dme:Dmel_CG31679
K09503	dme:Dmel_CG9828
K11518	dme:Dmel_CG8330
K13984	dme:Dmel_CG18132
K07342	dme:Dmel_CG13426
K14012	dme:Dmel_CG42383
K04523	dme:Dmel_CG31528
K03347	dme:Dmel_CG11261
K03094	dme:Dmel_CG43089
K13504	dme:Dmel_CG12210
K10637	dme:Dmel_CG12489
K12487	dme:Dmel_CG16728
K10419	dme:Dmel_CG1014
K10419	dme:Dmel_CG10822
K10419	dme:Dmel_CG10834
K10419	dme:Dmel_CG10838
K10419	dme:Dmel_CG15171
K10419	dme:Dmel_CG16837
K10419	dme:Dmel_CG31275
K10590	dme:Dmel_CG42574
K10144	dme:Dmel_CG16947
K08770	dme:Dmel_CG11700
K20803	dme:Dmel_CG7326
K12168	dme:Dmel_CG42797
K15687	dme:Dmel_CG12477
K15687	dme:Dmel_CG5334
K10306	dme:Dmel_CG11866
K10521	dme:Dmel_CG43980
K05125	dme:Dmel_CG33531
K17580	dme:Dmel_CG33287
K02183	dme:Dmel_CG11165
K02183	dme:Dmel_CG13526
K17541	dme:Dmel_CG34356
K08864	dme:Dmel_CG34412
K02183	dme:Dmel_CG13898
K02183	dme:Dmel_CG15855
K02183	dme:Dmel_CG17769
K13718	dme:Dmel_CG3251
K12655	dme:Dmel_CG6091
K08624	dme:Dmel_CG14869
K01262	dme:Dmel_CG32454
K01278	dme:Dmel_CG42280
K09646	dme:Dmel_CG31821
K02857	dme:Dmel_CG1214
K02857	dme:Dmel_CG1697
K04682	dme:Dmel_CG1071
K09267	dme:Dmel_CG5893
K08065	dme:Dmel_CG10447
K10180	dme:Dmel_CG5093
K10180	dme:Dmel_CG5133
K15149	dme:Dmel_CG42518
K15173	dme:Dmel_CG10445
K12823	dme:Dmel_CG14443
K12837	dme:Dmel_CG3162
K12865	dme:Dmel_CG11820
K13096	dme:Dmel_CG31550
K13137	dme:Dmel_CG10459
K13157	dme:Dmel_CG44249
K13194	dme:Dmel_CG12598
K14942	dme:Dmel_CG3584
K14942	dme:Dmel_CG3613
K14942	dme:Dmel_CG3875
K14942	dme:Dmel_CG3927
K14942	dme:Dmel_CG4021
K13199	dme:Dmel_CG11844
K13199	dme:Dmel_CG15031
K13199	dme:Dmel_CG41503
K13201	dme:Dmel_CG34362
K13208	dme:Dmel_CG5213
K02989	dme:Dmel_CG7014
K02979	dme:Dmel_CG34182
K02891	dme:Dmel_CG9871
K17414	dme:Dmel_CG44242
K17418	dme:Dmel_CG42633
K10669	dme:Dmel_CG33057
K17781	dme:Dmel_CG42302
K20824	dme:Dmel_CG31950
K14965	dme:Dmel_CG33060
K11462	dme:Dmel_CG5202
K11547	dme:Dmel_CG9938
K10415	dme:Dmel_CG46275
K10415	dme:Dmel_CG46276
K10415	dme:Dmel_CG46277
K11585	dme:Dmel_CG15636
K18798	dme:Dmel_CG8520
K19882	dme:Dmel_CG13076
K10419	dme:Dmel_CG34192
K10359	dme:Dmel_CG6976
K05765	dme:Dmel_CG6873
K16727	dme:Dmel_CG43658
K04552	dme:Dmel_CG17030
K08155	dme:Dmel_CG10251
K08202	dme:Dmel_CG13610
K08202	dme:Dmel_CG4630
K05674	dme:Dmel_CG7806
K13861	dme:Dmel_CG42253
K14388	dme:Dmel_CG5687
K13864	dme:Dmel_CG5535
K13865	dme:Dmel_CG11128
K14206	dme:Dmel_CG44402
K12301	dme:Dmel_CG4330
K08193	dme:Dmel_CG5304
K13754	dme:Dmel_CG12376
K13754	dme:Dmel_CG14743
K14708	dme:Dmel_CG6125
K11536	dme:Dmel_CG11778
K14689	dme:Dmel_CG11163
K14686	dme:Dmel_CG15551
K14686	dme:Dmel_CG7459
K14209	dme:Dmel_CG43693
K15378	dme:Dmel_CG45782
K15382	dme:Dmel_CG7272
K08371	dme:Dmel_CG10165
K05631	dme:Dmel_CG30388
K04437	dme:Dmel_CG5984
K04511	dme:Dmel_CG43722
K16680	dme:Dmel_CG31774
K13279	dme:Dmel_CG6888
K06530	dme:Dmel_CG10363
K06530	dme:Dmel_CG18096
K06530	dme:Dmel_CG7068
K06532	dme:Dmel_CG45067
K17346	dme:Dmel_CG10742
K17095	dme:Dmel_CG9579
K17278	dme:Dmel_CG31858
K08752	dme:Dmel_CG6783
K19589	dme:Dmel_CG9960
K20819	dme:Dmel_CG11802
K20821	dme:Dmel_CG18065
K20840	dme:Dmel_CG31321
K07767	dme:Dmel_CG10793
K10408	dme:Dmel_CG3339
K10408	dme:Dmel_CG45785
K10408	dme:Dmel_CG45786
K02219	dme:Dmel_CG9790
K01527	dme:Dmel_CG13402
K01527	dme:Dmel_CG18157
K06096	dme:Dmel_CG7919
K08059	dme:Dmel_CG10157
K08059	dme:Dmel_CG41378
K08059	dme:Dmel_CG9427
K08762	dme:Dmel_CG8498
K07520	dme:Dmel_CG31332
K04718	dme:Dmel_CG32484
K18592	dme:Dmel_CG17636
K18592	dme:Dmel_CG4829
K01511	dme:Dmel_CG3059
K00106	dme:Dmel_CG6045
K19572	dme:Dmel_CG9345
K00547	dme:Dmel_CG10623
K18660	dme:Dmel_CG18155
K00472	dme:Dmel_CG18231
K00310	dme:Dmel_CG6776
K00310	dme:Dmel_CG6673
K20822	dme:Dmel_CG32590
K20877	dme:Dmel_CG10951
K00731	dme:Dmel_CG7440
K00731	dme:Dmel_CG8708
K05087	dme:Dmel_CG18402
K16753	dme:Dmel_CG14011
K10871	dme:Dmel_CG2412
K10790	dme:Dmel_CG3165
K05643	dme:Dmel_CG31213
K05643	dme:Dmel_CG42816
K05657	dme:Dmel_CG3156
K05658	dme:Dmel_CG10181
K17286	dme:Dmel_CG14736
K17286	dme:Dmel_CG31358
K18258	dme:Dmel_CG4872
K14616	dme:Dmel_CG42255
K12751	dme:Dmel_CG17237
K17292	dme:Dmel_CG9072
K07380	dme:Dmel_CG6827
K14962	dme:Dmel_CG3515
K14411	dme:Dmel_CG6354
K14411	dme:Dmel_CG9654
K15044	dme:Dmel_CG3365
K18752	dme:Dmel_CG8219
K07374	dme:Dmel_CG2512
K07374	dme:Dmel_CG7794
K12605	dme:Dmel_CG15262
K20826	dme:Dmel_CG32104
K20827	dme:Dmel_CG34183
K06679	dme:Dmel_CG2072
K18826	dme:Dmel_CG10947
K20794	dme:Dmel_CG7593
K16806	dme:Dmel_CG14998
K18914	dme:Dmel_CG12390
K24652	dme:Dmel_CG34297
K04427	dme:Dmel_CG31421
K20813	dme:Dmel_CG1981
K19054	dme:Dmel_CG8971
K07050	dme:Dmel_CG10802
K23038	dme:Dmel_CG5720
K19009	dme:Dmel_CG42856
K14677	dme:Dmel_CG17110
K14677	dme:Dmel_CG17109
K14677	dme:Dmel_CG6733
K24242	dme:Dmel_CG3362
K03012	dme:Dmel_CG43662
K19029	dme:Dmel_CG3400
K17972	dme:Dmel_CG31730
K17972	dme:Dmel_CG31851
K00670	dme:Dmel_CG32319
K19041	dme:Dmel_CG9381
K19026	dme:Dmel_CG13531
K19027	dme:Dmel_CG5270
K01673	dme:Dmel_CG11967
K18993	dme:Dmel_CG13604
K13295	dme:Dmel_CG6171
K00326	dme:Dmel_CG11257
K19176	dme:Dmel_CG8839
K19201	dme:Dmel_CG14220
K10703	dme:Dmel_CG9267
K13356	dme:Dmel_CG8306
K07767	dme:Dmel_CG1193
K11142	dme:Dmel_CG32064
K19283	dme:Dmel_CG9451
K26250	dme:Dmel_CG1218
K19219	dme:Dmel_CG10133
K19202	dme:Dmel_CG4756
K11142	dme:Dmel_CG4439
K01273	dme:Dmel_CG42750
K11142	dme:Dmel_CG4750
K03943	dme:Dmel_CG6485
K20800	dme:Dmel_CG13901
K19177	dme:Dmel_CG4775
K15890	dme:Dmel_CG40486
K15890	dme:Dmel_CG10962
K19199	dme:Dmel_CG32732
K19196	dme:Dmel_CG4400
K19269	dme:Dmel_CG5567
K09646	dme:Dmel_CG31823
K24027	dme:Dmel_CG8624
K19385	dme:Dmel_CG8116
K19374	dme:Dmel_CG11035
K27061	dme:Dmel_CG7851
K24020	dme:Dmel_CG43867
K15615	dme:Dmel_CG3871
K19473	dme:Dmel_CG18455
K19383	dme:Dmel_CG8821
K19398	dme:Dmel_CG15666
K19403	dme:Dmel_CG42572
K19328	dme:Dmel_CG9778
K19348	dme:Dmel_CG15923
K24154	dme:Dmel_CG30157
K19366	dme:Dmel_CG12001
K19362	dme:Dmel_CG14020
K12472	dme:Dmel_CG16932
K19370	dme:Dmel_CG9089
K19363	dme:Dmel_CG13510
K19371	dme:Dmel_CG7872
K19373	dme:Dmel_CG43322
K19382	dme:Dmel_CG42731
K19483	dme:Dmel_CG43720
K19330	dme:Dmel_CG12772
K19495	dme:Dmel_CG12054
K01128	dme:Dmel_CG32052
K19332	dme:Dmel_CG15730
K19489	dme:Dmel_CG15749
K19491	dme:Dmel_CG15504
K24360	dme:Dmel_CG44328
K19499	dme:Dmel_CG6938
K19323	dme:Dmel_CG4975
K24104	dme:Dmel_CG10222
K19410	dme:Dmel_CG3167
K19399	dme:Dmel_CG42511
K25614	dme:Dmel_CG16719
K19365	dme:Dmel_CG9904
K19306	dme:Dmel_CG10903
K17177	dme:Dmel_CR42925
K01672	dme:Dmel_CG18672
K08798	dme:Dmel_CG17216
K05736	dme:Dmel_CG18582
K14410	dme:Dmel_CG6656
K14410	dme:Dmel_CG7899
K00858	dme:Dmel_CG8080
K08770	dme:Dmel_CG11624
K23562	dme:Dmel_CG2943
K00777	dme:Dmel_CG4947
K21249	dme:Dmel_CG6116
K19329	dme:Dmel_CG7221
K19375	dme:Dmel_CG43320
K19464	dme:Dmel_CG42674
K19352	dme:Dmel_CG43370
K19383	dme:Dmel_CG8819
K01112	dme:Dmel_CG7929
K01112	dme:Dmel_CG18662
K01112	dme:Dmel_CG7933
K01112	dme:Dmel_CG7931
K22792	dme:Dmel_CG34381
K19539	dme:Dmel_CG7066
K22791	dme:Dmel_CG16766
K19496	dme:Dmel_CG16718
K01099	dme:Dmel_CG3573
K00915	dme:Dmel_CG13688
K19526	dme:Dmel_CG15523
K19527	dme:Dmel_CG32113
K19532	dme:Dmel_CG17952
K23568	dme:Dmel_CG8397
K18932	dme:Dmel_CG17257
K19514	dme:Dmel_CG8444
K20872	dme:Dmel_CG17256
K19656	dme:Dmel_CG7161
K00115	dme:Dmel_CG1152
K19613	dme:Dmel_CG5407
K19584	dme:Dmel_CG6117
K20702	dme:Dmel_CG15231
K20695	dme:Dmel_CG18106
K20695	dme:Dmel_CG16844
K19511	dme:Dmel_CG12002
K19583	dme:Dmel_CG1271
K03833	dme:Dmel_CG9841
K22556	dme:Dmel_CG7013
K19531	dme:Dmel_CG32315
K20676	dme:Dmel_CG9675
K19671	dme:Dmel_CG11237
K19674	dme:Dmel_CG2069
K19672	dme:Dmel_CG11838
K19675	dme:Dmel_CG5780
K19681	dme:Dmel_CG9595
K19676	dme:Dmel_CG13809
K19685	dme:Dmel_CG4525
K12322	dme:Dmel_CG34357
K19684	dme:Dmel_CG17599
K19678	dme:Dmel_CG9333
K19703	dme:Dmel_CG30502
K19682	dme:Dmel_CG15161
K19680	dme:Dmel_CG3259
K19683	dme:Dmel_CG5142
K04834	dme:Dmel_CG9907
K04978	dme:Dmel_CG44240
K04854	dme:Dmel_CG15899
K04851	dme:Dmel_CG4894
K04860	dme:Dmel_CG12295
K04861	dme:Dmel_CG42817
K19752	dme:Dmel_CG17669
K04863	dme:Dmel_CG42403
K19761	dme:Dmel_CG2811
K19730	dme:Dmel_CG7053
K19761	dme:Dmel_CG2803
K19759	dme:Dmel_CG31320
K19765	dme:Dmel_CG5446
K19758	dme:Dmel_CG14921
K19753	dme:Dmel_CG14620
K09414	dme:Dmel_CG5748
K10758	dme:Dmel_CG6690
K08077	dme:Dmel_CG42813
K08077	dme:Dmel_CG42814
K03626	dme:Dmel_CG4415
K17083	dme:Dmel_CG7729
K17338	dme:Dmel_CG5539
K06201	dme:Dmel_CG6136
K07232	dme:Dmel_CG10365
K18932	dme:Dmel_CG13029
K20017	dme:Dmel_CG8238
K19770	dme:Dmel_CG40127
K19774	dme:Dmel_CG5799
K04097	dme:Dmel_CG8938
K20456	dme:Dmel_CG6708
K05313	dme:Dmel_CG3822
K19787	dme:Dmel_CG11596
K19788	dme:Dmel_CG1354
K05313	dme:Dmel_CG11155
K04874	dme:Dmel_CG12348
K04887	dme:Dmel_CG2822
K07200	dme:Dmel_CG17299
K04892	dme:Dmel_CG9262
K04908	dme:Dmel_CG10952
K04905	dme:Dmel_CG3182
K04911	dme:Dmel_CG5076
K19801	dme:Dmel_CG7004
K20014	dme:Dmel_CG4319
K04919	dme:Dmel_CG9361
K04967	dme:Dmel_CG5996
K22182	dme:Dmel_CG11401
K19805	dme:Dmel_CG13317
K21247	dme:Dmel_CG11347
K21248	dme:Dmel_CG32675
K13240	dme:Dmel_CG6713
K04885	dme:Dmel_CG43128
K10382	dme:Dmel_CG18076
K19832	dme:Dmel_CG10914
K19828	dme:Dmel_CG17141
K04883	dme:Dmel_CG43388
K20009	dme:Dmel_CG8091
K20008	dme:Dmel_CG5370
K19873	dme:Dmel_CG15651
K19912	dme:Dmel_CG10617
K05323	dme:Dmel_CG43155
K19937	dme:Dmel_CG7061
K20401	dme:Dmel_CG3764
K19176	dme:Dmel_CG7900
K19176	dme:Dmel_CG7910
K18588	dme:Dmel_CG9410
K11165	dme:Dmel_CG31937
K10758	dme:Dmel_CG17843
K10758	dme:Dmel_CG4670
K19176	dme:Dmel_CG5112
K10203	dme:Dmel_CG3971
K19863	dme:Dmel_CG10566
K23868	dme:Dmel_CG6405
K19904	dme:Dmel_CG10047
K19862	dme:Dmel_CG3727
K19953	dme:Dmel_CG5916
K19938	dme:Dmel_CG11556
K19870	dme:Dmel_CG18472
K12567	dme:Dmel_CG1915
K05658	dme:Dmel_CG10226
K19985	dme:Dmel_CG7034
K19867	dme:Dmel_CG30084
K19984	dme:Dmel_CG6159
K19986	dme:Dmel_CG6095
K04946	dme:Dmel_CG42732
K19931	dme:Dmel_CG7662
K19932	dme:Dmel_CG5744
K19932	dme:Dmel_CG5907
K19933	dme:Dmel_CG33653
K19934	dme:Dmel_CG31475
K04930	dme:Dmel_CG33135
K04952	dme:Dmel_CG17922
K20011	dme:Dmel_CG5826
K19995	dme:Dmel_CG9195
K19998	dme:Dmel_CG3539
K20002	dme:Dmel_CG9958
K20198	dme:Dmel_CG17461
K04365	dme:Dmel_CG2845
K04919	dme:Dmel_CG9637
K04967	dme:Dmel_CG7875
K20029	dme:Dmel_CG8314
K20027	dme:Dmel_CG17075
K20030	dme:Dmel_CG34449
K20032	dme:Dmel_CG6017
K20032	dme:Dmel_CG6618
K19983	dme:Dmel_CG3885
K20798	dme:Dmel_CG12367
K20042	dme:Dmel_CG8176
K21013	dme:Dmel_CG15739
K19871	dme:Dmel_CG4881
K20010	dme:Dmel_CG7863
K20792	dme:Dmel_CG12202
K20793	dme:Dmel_CG12352
K20031	dme:Dmel_CG4483
K20031	dme:Dmel_CG5196
K20825	dme:Dmel_CG3631
K09191	dme:Dmel_CG9609
K20251	dme:Dmel_CG14447
K19942	dme:Dmel_CG14271
K19944	dme:Dmel_CG5344
K20044	dme:Dmel_CG2520
K19952	dme:Dmel_CG7787
