	dme	ncbi	ko	pathway	pathname
12270	Dmel_CG30036	NP_725096			
12271	Dmel_CG30037	NP_725097	K07819	map00601	Glycosphingolipid biosynthesis - lacto and neolacto series
12272	Dmel_CG30037	NP_725097	K07819	map01100	
12273	Dmel_CG30039	NP_725100			
12274	Dmel_CG3004	NP_572572	K08266	map04136	Autophagy - other
12275	Dmel_CG3004	NP_572572	K08266	map04138	Autophagy - yeast
12276	Dmel_CG3004	NP_572572	K08266	map04140	Autophagy - animal
12277	Dmel_CG3004	NP_572572	K08266	map04150	mTOR signaling pathway
12278	Dmel_CG3004	NP_572572	K08266	map04151	PI3K-Akt signaling pathway
12279	Dmel_CG3004	NP_572572	K08266	map04714	Thermogenesis
12280	Dmel_CG30040	NP_001260910			
12281	Dmel_CG30042	NP_610769			
12282	Dmel_CG30043	NP_725143			
12283	Dmel_CG30044	NP_610792			
12284	Dmel_CG30045	NP_001097285			
12285	Dmel_CG30046	NP_001286341			
12286	Dmel_CG30047	NP_725141			
12287	Dmel_CG30048	NP_001400986			
12288	Dmel_CG30049	NP_725142			
12289	Dmel_CG30050	NP_725159			
12290	Dmel_CG30051	NP_725169	K22145		
12291	Dmel_CG30052	NP_610812			
12292	Dmel_CG30053	NP_725221			
12293	Dmel_CG30054	NP_001036538	K04634	map04015	Rap1 signaling pathway
12294	Dmel_CG30054	NP_001036538	K04634	map04020	Calcium signaling pathway
12295	Dmel_CG30054	NP_001036538	K04634	map04022	cGMP-PKG signaling pathway
12296	Dmel_CG30054	NP_001036538	K04634	map04062	Chemokine signaling pathway
12297	Dmel_CG30054	NP_001036538	K04634	map04071	Sphingolipid signaling pathway
12298	Dmel_CG30054	NP_001036538	K04634	map04261	Adrenergic signaling in cardiomyocytes
12299	Dmel_CG30054	NP_001036538	K04634	map04270	Vascular smooth muscle contraction
12300	Dmel_CG30054	NP_001036538	K04634	map04361	Axon regeneration
12301	Dmel_CG30054	NP_001036538	K04634	map04371	Apelin signaling pathway
12302	Dmel_CG30054	NP_001036538	K04634	map04540	Gap junction
12303	Dmel_CG30054	NP_001036538	K04634	map04611	Platelet activation
12304	Dmel_CG30054	NP_001036538	K04634	map04713	Circadian entrainment
12305	Dmel_CG30054	NP_001036538	K04634	map04720	Long-term potentiation
12306	Dmel_CG30054	NP_001036538	K04634	map04723	Retrograde endocannabinoid signaling
12307	Dmel_CG30054	NP_001036538	K04634	map04724	Glutamatergic synapse
12308	Dmel_CG30054	NP_001036538	K04634	map04725	Cholinergic synapse
12309	Dmel_CG30054	NP_001036538	K04634	map04726	Serotonergic synapse
12310	Dmel_CG30054	NP_001036538	K04634	map04728	Dopaminergic synapse
12311	Dmel_CG30054	NP_001036538	K04634	map04730	Long-term depression
12312	Dmel_CG30054	NP_001036538	K04634	map04745	Phototransduction - fly
12313	Dmel_CG30054	NP_001036538	K04634	map04750	Inflammatory mediator regulation of TRP channels
12314	Dmel_CG30054	NP_001036538	K04634	map04911	Insulin secretion
12315	Dmel_CG30054	NP_001036538	K04634	map04912	GnRH signaling pathway
12316	Dmel_CG30054	NP_001036538	K04634	map04915	Estrogen signaling pathway
12317	Dmel_CG30054	NP_001036538	K04634	map04916	Melanogenesis
12318	Dmel_CG30054	NP_001036538	K04634	map04918	Thyroid hormone synthesis
12319	Dmel_CG30054	NP_001036538	K04634	map04921	Oxytocin signaling pathway
12320	Dmel_CG30054	NP_001036538	K04634	map04922	Glucagon signaling pathway
12321	Dmel_CG30054	NP_001036538	K04634	map04924	Renin secretion
12322	Dmel_CG30054	NP_001036538	K04634	map04925	Aldosterone synthesis and secretion
12323	Dmel_CG30054	NP_001036538	K04634	map04927	Cortisol synthesis and secretion
12324	Dmel_CG30054	NP_001036538	K04634	map04928	Parathyroid hormone synthesis, secretion and action
12325	Dmel_CG30054	NP_001036538	K04634	map04929	GnRH secretion
12326	Dmel_CG30054	NP_001036538	K04634	map04934	Cushing syndrome
12327	Dmel_CG30054	NP_001036538	K04634	map04935	Growth hormone synthesis, secretion and action
12328	Dmel_CG30054	NP_001036538	K04634	map04961	Endocrine and other factor-regulated calcium reabsorption
12329	Dmel_CG30054	NP_001036538	K04634	map04970	Salivary secretion
12330	Dmel_CG30054	NP_001036538	K04634	map04971	Gastric acid secretion
12331	Dmel_CG30054	NP_001036538	K04634	map04972	Pancreatic secretion
12332	Dmel_CG30054	NP_001036538	K04634	map05010	Alzheimer disease
12333	Dmel_CG30054	NP_001036538	K04634	map05016	Huntington disease
12334	Dmel_CG30054	NP_001036538	K04634	map05017	Spinocerebellar ataxia
12335	Dmel_CG30054	NP_001036538	K04634	map05022	Pathways of neurodegeneration - multiple diseases
12336	Dmel_CG30054	NP_001036538	K04634	map05135	Yersinia infection
12337	Dmel_CG30054	NP_001036538	K04634	map05142	Chagas disease
12338	Dmel_CG30054	NP_001036538	K04634	map05143	African trypanosomiasis
12339	Dmel_CG30054	NP_001036538	K04634	map05146	Amoebiasis
12340	Dmel_CG30054	NP_001036538	K04634	map05163	Human cytomegalovirus infection
12341	Dmel_CG30054	NP_001036538	K04634	map05170	Human immunodeficiency virus 1 infection
12342	Dmel_CG30054	NP_001036538	K04634	map05200	Pathways in cancer
12343	Dmel_CG30056	NP_725186			
12344	Dmel_CG30058	NP_001286381			
12345	Dmel_CG30059	NP_610872	K01137	map00531	Glycosaminoglycan degradation
12346	Dmel_CG30059	NP_610872	K01137	map01100	
12347	Dmel_CG30059	NP_610872	K01137	map04142	Lysosome
12348	Dmel_CG3006	NP_611859			
12349	Dmel_CG30060	NP_725293			
12350	Dmel_CG30062	NP_725299	K13915	map04970	Salivary secretion
12351	Dmel_CG30065	NP_725294			
12352	Dmel_CG30067	NP_725385			
12353	Dmel_CG30069	NP_610937			
12354	Dmel_CG30072	NP_725387			
12355	Dmel_CG30073	NP_725386			
12356	Dmel_CG30074	NP_725388			
12357	Dmel_CG30075	NP_725390			
12358	Dmel_CG30076	NP_725400			
12359	Dmel_CG30077	NP_725401	K20185		
12360	Dmel_CG3008	NP_608871	K08872		
12361	Dmel_CG30080	NP_001188947			
12362	Dmel_CG30081	NP_725440			
12363	Dmel_CG30082	NP_001188942			
12364	Dmel_CG30083	NP_725492			
12365	Dmel_CG30084	NP_001027420	K19867	map04820	Cytoskeleton in muscle cells
12366	Dmel_CG30085	NP_725497			
12367	Dmel_CG30087	NP_725489			
12368	Dmel_CG30088	NP_725488			
12369	Dmel_CG30089	NP_001286466			
12370	Dmel_CG3009	NP_001162665	K01047	map00564	Glycerophospholipid metabolism
12371	Dmel_CG3009	NP_001162665	K01047	map00565	Ether lipid metabolism
12372	Dmel_CG3009	NP_001162665	K01047	map00590	Arachidonic acid metabolism
12373	Dmel_CG3009	NP_001162665	K01047	map00591	Linoleic acid metabolism
12374	Dmel_CG3009	NP_001162665	K01047	map00592	alpha-Linolenic acid metabolism
12375	Dmel_CG3009	NP_001162665	K01047	map01100	
12376	Dmel_CG3009	NP_001162665	K01047	map01110	Biosynthesis of secondary metabolites
12377	Dmel_CG3009	NP_001162665	K01047	map04014	Ras signaling pathway
12378	Dmel_CG3009	NP_001162665	K01047	map04270	Vascular smooth muscle contraction
12379	Dmel_CG3009	NP_001162665	K01047	map04972	Pancreatic secretion
12380	Dmel_CG3009	NP_001162665	K01047	map04975	Fat digestion and absorption
12381	Dmel_CG30090	NP_725487			
12382	Dmel_CG30091	NP_725484			
12383	Dmel_CG30092	NP_001163256			
12384	Dmel_CG30093	NP_725504	K02266	map00190	Oxidative phosphorylation
12385	Dmel_CG30093	NP_725504	K02266	map01100	
12386	Dmel_CG30093	NP_725504	K02266	map04260	Cardiac muscle contraction
12387	Dmel_CG30093	NP_725504	K02266	map04714	Thermogenesis
12388	Dmel_CG30093	NP_725504	K02266	map04932	Non-alcoholic fatty liver disease
12389	Dmel_CG30093	NP_725504	K02266	map05010	Alzheimer disease
12390	Dmel_CG30093	NP_725504	K02266	map05012	Parkinson disease
12391	Dmel_CG30093	NP_725504	K02266	map05014	Amyotrophic lateral sclerosis
12392	Dmel_CG30093	NP_725504	K02266	map05016	Huntington disease
12393	Dmel_CG30093	NP_725504	K02266	map05020	Prion disease
12394	Dmel_CG30093	NP_725504	K02266	map05022	Pathways of neurodegeneration - multiple diseases
12395	Dmel_CG30093	NP_725504	K02266	map05208	Chemical carcinogenesis - reactive oxygen species
12396	Dmel_CG30093	NP_725504	K02266	map05415	Diabetic cardiomyopathy
12397	Dmel_CG30094	NP_725535			
12398	Dmel_CG30095	NP_725529			
12399	Dmel_CG30096	NP_725563			
12400	Dmel_CG30098	NP_725573			
12401	Dmel_CG30099	NP_611112			
12402	Dmel_CG30100	NP_001286484	K23498		
12403	Dmel_CG30101	NP_611205			
12404	Dmel_CG30103	NP_725682	K19970	map00230	Purine metabolism
12405	Dmel_CG30103	NP_725682	K19970	map00240	Pyrimidine metabolism
12406	Dmel_CG30103	NP_725682	K19970	map00760	Nicotinate and nicotinamide metabolism
12407	Dmel_CG30103	NP_725682	K19970	map01100	
12408	Dmel_CG30103	NP_725682	K19970	map01110	Biosynthesis of secondary metabolites
12409	Dmel_CG30103	NP_725682	K19970	map01232	Nucleotide metabolism
12410	Dmel_CG30104	NP_611218	K19970	map00230	Purine metabolism
12411	Dmel_CG30104	NP_611218	K19970	map00240	Pyrimidine metabolism
12412	Dmel_CG30104	NP_611218	K19970	map00760	Nicotinate and nicotinamide metabolism
12413	Dmel_CG30104	NP_611218	K19970	map01100	
12414	Dmel_CG30104	NP_611218	K19970	map01110	Biosynthesis of secondary metabolites
12415	Dmel_CG30104	NP_611218	K19970	map01232	Nucleotide metabolism
12416	Dmel_CG30105	NP_725699	K10745	map03030	DNA replication
12417	Dmel_CG30106	NP_611241	K04170	map04080	Neuroactive ligand-receptor interaction
12418	Dmel_CG30108	NP_725705	K17968		
12419	Dmel_CG30109	NP_725706	K17968		
12420	Dmel_CG3011	NP_001138162	K00600	map00260	Glycine, serine and threonine metabolism
12421	Dmel_CG3011	NP_001138162	K00600	map00460	Cyanoamino acid metabolism
12422	Dmel_CG3011	NP_001138162	K00600	map00630	Glyoxylate and dicarboxylate metabolism
12423	Dmel_CG3011	NP_001138162	K00600	map00670	One carbon pool by folate
12424	Dmel_CG3011	NP_001138162	K00600	map00680	Methane metabolism
12425	Dmel_CG3011	NP_001138162	K00600	map01100	
12426	Dmel_CG3011	NP_001138162	K00600	map01110	Biosynthesis of secondary metabolites
12427	Dmel_CG3011	NP_001138162	K00600	map01120	Microbial metabolism in diverse environments
12428	Dmel_CG3011	NP_001138162	K00600	map01200	Carbon metabolism
12429	Dmel_CG3011	NP_001138162	K00600	map01230	Biosynthesis of amino acids
12430	Dmel_CG3011	NP_001138162	K00600	map01240	Biosynthesis of cofactors
12431	Dmel_CG3011	NP_001138162	K00600	map01523	Antifolate resistance
12432	Dmel_CG3011	NP_001138162	K00600	map04981	Folate transport and metabolism
12433	Dmel_CG30110	NP_725734			
12434	Dmel_CG30114	NP_725765			
12435	Dmel_CG30115	NP_001261075	K23859		
12436	Dmel_CG30116	NP_611337	K24734		
12437	Dmel_CG30118	NP_611333			
12438	Dmel_CG30120	NP_725795			
12439	Dmel_CG30122	NP_001163196			
12440	Dmel_CG30125	NP_725850			
12441	Dmel_CG30128	NP_725925			
12442	Dmel_CG30129	NP_611443			
12443	Dmel_CG3014	NP_001138022			
12444	Dmel_CG30141	NP_725966			
12445	Dmel_CG30142	NP_001286632			
12446	Dmel_CG30145	NP_611488			
12447	Dmel_CG30147	NP_611493	K24456		
12448	Dmel_CG30148	NP_001286634			
12449	Dmel_CG30149	NP_611499			
12450	Dmel_CG30150	NP_725973			
12451	Dmel_CG30151	NP_725968			
12452	Dmel_CG30152	NP_001286642	K26403		
12453	Dmel_CG30154	NP_665881			
12454	Dmel_CG30156	NP_001260752	K09518	map04141	Protein processing in endoplasmic reticulum
12455	Dmel_CG30157	NP_001286151	K24154		
12456	Dmel_CG30158	NP_652315			
12457	Dmel_CG30159	NP_001163069			
12458	Dmel_CG3016	NP_001284912	K11851	map04137	Mitophagy - animal
12459	Dmel_CG30160	NP_724526	K06497	map03272	Virion - Hepatitis viruses
12460	Dmel_CG30160	NP_724526	K06497	map04142	Lysosome
12461	Dmel_CG30160	NP_724526	K06497	map05205	Proteoglycans in cancer
12462	Dmel_CG30161	NP_611953			
12463	Dmel_CG30163	NP_001286853			
12464	Dmel_CG30169	NP_611925			
12465	Dmel_CG3017	NP_477281	K00643	map00260	Glycine, serine and threonine metabolism
12466	Dmel_CG3017	NP_477281	K00643	map00860	Porphyrin metabolism
12467	Dmel_CG3017	NP_477281	K00643	map01100	
12468	Dmel_CG3017	NP_477281	K00643	map01110	Biosynthesis of secondary metabolites
12469	Dmel_CG3017	NP_477281	K00643	map01240	Biosynthesis of cofactors
12470	Dmel_CG30170	NP_523832			
12471	Dmel_CG30172	NP_001286811			
12472	Dmel_CG30173	NP_001286810	K05752	map04810	Regulation of actin cytoskeleton
12473	Dmel_CG30173	NP_001286810	K05752	map05130	Pathogenic Escherichia coli infection
12474	Dmel_CG30173	NP_001286810	K05752	map05132	Salmonella infection
12475	Dmel_CG30176	NP_726372	K14294	map03013	Nucleocytoplasmic transport
12476	Dmel_CG30176	NP_726372	K14294	map03015	mRNA surveillance pathway
12477	Dmel_CG30177	NP_726366			
12478	Dmel_CG30178	NP_726395			
12479	Dmel_CG3018	NP_001259833	K10577	map03013	Nucleocytoplasmic transport
12480	Dmel_CG3018	NP_001259833	K10577	map04064	NF-kappa B signaling pathway
12481	Dmel_CG3018	NP_001259833	K10577	map04120	Ubiquitin mediated proteolysis
12482	Dmel_CG3018	NP_001259833	K10577	map05206	MicroRNAs in cancer
12483	Dmel_CG30181	NP_726336			
12484	Dmel_CG30183	NP_001137745	K18621		
12485	Dmel_CG30184	NP_726341			
12486	Dmel_CG30185	NP_660194	K15439		
12487	Dmel_CG30186	NP_726292	K08471		
12488	Dmel_CG30187	NP_001246475			
12489	Dmel_CG30189	NP_726287	K08471		
12490	Dmel_CG3019	NP_476756			
12491	Dmel_CG30191	NP_523818	K08471		
12492	Dmel_CG30192	NP_726294			
12493	Dmel_CG30195	NP_611696			
12494	Dmel_CG30196	NP_726220			
12495	Dmel_CG30197	NP_725399			
12496	Dmel_CG30203	NP_725128			
12497	Dmel_CG3021	NP_652639	K21027		
12498	Dmel_CG3022	NP_001162846	K04615	map04024	cAMP signaling pathway
12499	Dmel_CG3022	NP_001162846	K04615	map04080	Neuroactive ligand-receptor interaction
12500	Dmel_CG3022	NP_001162846	K04615	map04727	GABAergic synapse
12501	Dmel_CG3022	NP_001162846	K04615	map04742	Taste transduction
12502	Dmel_CG3022	NP_001162846	K04615	map04915	Estrogen signaling pathway
12503	Dmel_CG3022	NP_001162846	K04615	map04929	GnRH secretion
12504	Dmel_CG3022	NP_001162846	K04615	map05032	Morphine addiction
12505	Dmel_CG30222	NP_001286681			
12506	Dmel_CG3024	NP_001284866	K22990		
12507	Dmel_CG3025	NP_511051	K11308		
12508	Dmel_CG30259	NP_611708	K23728		
12509	Dmel_CG3026	NP_569873	K08991	map03440	Homologous recombination
12510	Dmel_CG3026	NP_569873	K08991	map03460	Fanconi anemia pathway
12511	Dmel_CG30263	NP_001261125			
12512	Dmel_CG30265	NP_001286747			
12513	Dmel_CG30268	NP_611712	K25460		
12514	Dmel_CG30269	NP_001303360	K19363	map04142	Lysosome
12515	Dmel_CG3027	NP_649732	K01431	map00240	Pyrimidine metabolism
12516	Dmel_CG3027	NP_649732	K01431	map00410	beta-Alanine metabolism
12517	Dmel_CG3027	NP_649732	K01431	map00770	Pantothenate and CoA biosynthesis
12518	Dmel_CG3027	NP_649732	K01431	map00983	Drug metabolism - other enzymes
12519	Dmel_CG3027	NP_649732	K01431	map01100	
12520	Dmel_CG30270	NP_001356893			
12521	Dmel_CG30271	NP_001188986			
12522	Dmel_CG30272	NP_726254			
12523	Dmel_CG30273	NP_726223	K19363	map04142	Lysosome
12524	Dmel_CG30274	NP_726252			
12525	Dmel_CG30275	NP_001137738			
12526	Dmel_CG30277	NP_611657			
12527	Dmel_CG30278	NP_001286710			
12528	Dmel_CG3028	NP_731872	K01107	map00562	Inositol phosphate metabolism
12529	Dmel_CG3028	NP_731872	K01107	map01100	
12530	Dmel_CG3028	NP_731872	K01107	map04070	Phosphatidylinositol signaling system
12531	Dmel_CG30280	NP_611641			
12532	Dmel_CG30281	NP_726164			
12533	Dmel_CG30283	NP_611587			
12534	Dmel_CG30284	NP_726096			
12535	Dmel_CG30285	NP_726103			
12536	Dmel_CG30286	NP_001163239			
12537	Dmel_CG30287	NP_726083			
12538	Dmel_CG30288	NP_001097398			
12539	Dmel_CG30289	NP_726081			
12540	Dmel_CG3029	NP_536793	K12399	map04142	Lysosome
12541	Dmel_CG30290	NP_001286691	K01598	map00770	Pantothenate and CoA biosynthesis
12542	Dmel_CG30290	NP_001286691	K01598	map01100	
12543	Dmel_CG30290	NP_001286691	K01598	map01240	Biosynthesis of cofactors
12544	Dmel_CG30291	NP_726016			
12545	Dmel_CG30293	NP_726022	K01183	map00520	Amino sugar and nucleotide sugar metabolism
12546	Dmel_CG30293	NP_726022	K01183	map01100	
12547	Dmel_CG30295	NP_611522	K10572	map00562	Inositol phosphate metabolism
12548	Dmel_CG30295	NP_611522	K10572	map01100	
12549	Dmel_CG30295	NP_611522	K10572	map04070	Phosphatidylinositol signaling system
12550	Dmel_CG30296	NP_001097389	K26164		
12551	Dmel_CG3032	NP_001284974			
12552	Dmel_CG30323	NP_001261064			
12553	Dmel_CG30324	NP_725558			
12554	Dmel_CG30325	NP_725733			
12555	Dmel_CG30329	NP_725837	K02154	map00190	Oxidative phosphorylation
12556	Dmel_CG30329	NP_725837	K02154	map01100	
12557	Dmel_CG30329	NP_725837	K02154	map04142	Lysosome
12558	Dmel_CG30329	NP_725837	K02154	map04145	Phagosome
12559	Dmel_CG30329	NP_725837	K02154	map04721	Synaptic vesicle cycle
12560	Dmel_CG30329	NP_725837	K02154	map04966	Collecting duct acid secretion
12561	Dmel_CG30329	NP_725837	K02154	map05110	Vibrio cholerae infection
12562	Dmel_CG30329	NP_725837	K02154	map05120	Epithelial cell signaling in Helicobacter pylori infection
12563	Dmel_CG30329	NP_725837	K02154	map05152	Tuberculosis
12564	Dmel_CG30329	NP_725837	K02154	map05165	Human papillomavirus infection
12565	Dmel_CG30329	NP_725837	K02154	map05323	Rheumatoid arthritis
12566	Dmel_CG3033	NP_572273	K05289	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
12567	Dmel_CG3033	NP_572273	K05289	map01100	
12568	Dmel_CG30330	NP_611758	K08471		
12569	Dmel_CG30334	NP_001246281			
12570	Dmel_CG30338	NP_724811			
12571	Dmel_CG30339	NP_724813			
12572	Dmel_CG3034	NP_569870	K15139		
12573	Dmel_CG30340	NP_724812			
12574	Dmel_CG30342	NP_610463	K12849	map03040	Spliceosome
12575	Dmel_CG30343	NP_001246219			
12576	Dmel_CG30344	NP_724759	K14613	map01523	Antifolate resistance
12577	Dmel_CG30344	NP_724759	K14613	map04977	Vitamin digestion and absorption
12578	Dmel_CG30344	NP_724759	K14613	map04978	Mineral absorption
12579	Dmel_CG30344	NP_724759	K14613	map04981	Folate transport and metabolism
12580	Dmel_CG30345	NP_724760	K14613	map01523	Antifolate resistance
12581	Dmel_CG30345	NP_724760	K14613	map04977	Vitamin digestion and absorption
12582	Dmel_CG30345	NP_724760	K14613	map04978	Mineral absorption
12583	Dmel_CG30345	NP_724760	K14613	map04981	Folate transport and metabolism
12584	Dmel_CG30349	NP_610421	K14546	map03008	Ribosome biogenesis in eukaryotes
12585	Dmel_CG3035	NP_001259302	K12398	map04142	Lysosome
12586	Dmel_CG30350	NP_724715			
12587	Dmel_CG30354	NP_001260811	K00416	map00190	Oxidative phosphorylation
12588	Dmel_CG30354	NP_001260811	K00416	map01100	
12589	Dmel_CG30354	NP_001260811	K00416	map04260	Cardiac muscle contraction
12590	Dmel_CG30354	NP_001260811	K00416	map04714	Thermogenesis
12591	Dmel_CG30354	NP_001260811	K00416	map04932	Non-alcoholic fatty liver disease
12592	Dmel_CG30354	NP_001260811	K00416	map05010	Alzheimer disease
12593	Dmel_CG30354	NP_001260811	K00416	map05012	Parkinson disease
12594	Dmel_CG30354	NP_001260811	K00416	map05014	Amyotrophic lateral sclerosis
12595	Dmel_CG30354	NP_001260811	K00416	map05016	Huntington disease
12596	Dmel_CG30354	NP_001260811	K00416	map05020	Prion disease
12597	Dmel_CG30354	NP_001260811	K00416	map05022	Pathways of neurodegeneration - multiple diseases
12598	Dmel_CG30354	NP_001260811	K00416	map05208	Chemical carcinogenesis - reactive oxygen species
12599	Dmel_CG30354	NP_001260811	K00416	map05415	Diabetic cardiomyopathy
12600	Dmel_CG30355	NP_724698			
12601	Dmel_CG30356	NP_724709			
12602	Dmel_CG30357	NP_724707			
12603	Dmel_CG30359	NP_001163088			
12604	Dmel_CG3036	NP_001260058	K08193		
12605	Dmel_CG30360	NP_724679			
12606	Dmel_CG30361	NP_001137619	K04611		
12607	Dmel_CG30362	NP_610373			
12608	Dmel_CG30363	NP_724673			
12609	Dmel_CG30364	NP_001286194			
12610	Dmel_CG30365	NP_001286195			
12611	Dmel_CG30366	NP_001097231			
12612	Dmel_CG30369	NP_724661			
12613	Dmel_CG30371	NP_610370			
12614	Dmel_CG30372	NP_001014504	K12488	map04144	Endocytosis
12615	Dmel_CG30372	NP_001014504	K12488	map04666	Fc gamma R-mediated phagocytosis
12616	Dmel_CG30373	NP_001286189	K27339		
12617	Dmel_CG30375	NP_724665			
12618	Dmel_CG30376	NP_724664			
12619	Dmel_CG30377	NP_001286171			
12620	Dmel_CG30378	NP_724628	K02183	map04014	Ras signaling pathway
12621	Dmel_CG30378	NP_724628	K02183	map04015	Rap1 signaling pathway
12622	Dmel_CG30378	NP_724628	K02183	map04016	MAPK signaling pathway - plant
12623	Dmel_CG30378	NP_724628	K02183	map04020	Calcium signaling pathway
12624	Dmel_CG30378	NP_724628	K02183	map04022	cGMP-PKG signaling pathway
12625	Dmel_CG30378	NP_724628	K02183	map04024	cAMP signaling pathway
12626	Dmel_CG30378	NP_724628	K02183	map04070	Phosphatidylinositol signaling system
12627	Dmel_CG30378	NP_724628	K02183	map04075	Plant hormone signal transduction
12628	Dmel_CG30378	NP_724628	K02183	map04114	Oocyte meiosis
12629	Dmel_CG30378	NP_724628	K02183	map04218	Cellular senescence
12630	Dmel_CG30378	NP_724628	K02183	map04261	Adrenergic signaling in cardiomyocytes
