tca	ncbi	ko	pathway	pathname
659441	NP_001164001	K01365	map04612	Antigen processing and presentation
659441	NP_001164001	K01365	map05205	Proteoglycans in cancer
659441	NP_001164001	K01365	map05323	Rheumatoid arthritis
659441	NP_001164001	K01365	map05418	Fluid shear stress and atherosclerosis
659442	XP_970839			
659443	NP_001161905			
659444	XP_008195074	K00907	map04020	Calcium signaling pathway
659444	XP_008195074	K00907	map04022	cGMP-PKG signaling pathway
659444	XP_008195074	K00907	map04270	Vascular smooth muscle contraction
659444	XP_008195074	K00907	map04371	Apelin signaling pathway
659444	XP_008195074	K00907	map04510	Focal adhesion
659444	XP_008195074	K00907	map04611	Platelet activation
659444	XP_008195074	K00907	map04810	Regulation of actin cytoskeleton
659444	XP_008195074	K00907	map04921	Oxytocin signaling pathway
659444	XP_008195074	K00907	map04971	Gastric acid secretion
659445	XP_970842	K20223	map03013	Nucleocytoplasmic transport
659445	XP_970842	K20223	map04013	MAPK signaling pathway - fly
659447	XP_970844	K10844	map03022	Basal transcription factors
659447	XP_970844	K10844	map03420	Nucleotide excision repair
659448	XP_970845			
659449	XP_970846			
659450	XP_970847			
659451	XP_008191437	K13411	map04013	MAPK signaling pathway - fly
659451	XP_008191437	K13411	map04624	Toll and Imd signaling pathway
659451	XP_008191437	K13411	map04918	Thyroid hormone synthesis
659452	XP_008191480	K23939		
659453	XP_008191800	K22204		
659454	XP_970851	K20231	map04013	MAPK signaling pathway - fly
659455	XP_008192546	K14400	map03015	mRNA surveillance pathway
659456	XP_008192808			
659457	XP_008192967			
659458	XP_970855	K02918	map03010	Ribosome
659458	XP_970855	K02918	map05171	Coronavirus disease - COVID-19
659459	NP_001164305	K03942	map00190	Oxidative phosphorylation
659459	NP_001164305	K03942	map01100	
659459	NP_001164305	K03942	map04714	Thermogenesis
659459	NP_001164305	K03942	map04723	Retrograde endocannabinoid signaling
659459	NP_001164305	K03942	map04932	Non-alcoholic fatty liver disease
659459	NP_001164305	K03942	map05010	Alzheimer disease
659459	NP_001164305	K03942	map05012	Parkinson disease
659459	NP_001164305	K03942	map05014	Amyotrophic lateral sclerosis
659459	NP_001164305	K03942	map05016	Huntington disease
659459	NP_001164305	K03942	map05020	Prion disease
659459	NP_001164305	K03942	map05022	Pathways of neurodegeneration - multiple diseases
659459	NP_001164305	K03942	map05208	Chemical carcinogenesis - reactive oxygen species
659459	NP_001164305	K03942	map05415	Diabetic cardiomyopathy
659460	XP_970857	K02104	map04013	MAPK signaling pathway - fly
659460	XP_970857	K02104	map04320	Dorso-ventral axis formation
659462	XP_008193941	K23612	map04144	Endocytosis
659462	XP_008193941	K23612	map04520	Adherens junction
659462	XP_008193941	K23612	map04810	Regulation of actin cytoskeleton
659462	XP_008193941	K23612	map05100	Bacterial invasion of epithelial cells
659462	XP_008193941	K23612	map05130	Pathogenic Escherichia coli infection
659462	XP_008193941	K23612	map05131	Shigellosis
659462	XP_008193941	K23612	map05132	Salmonella infection
659462	XP_008193941	K23612	map05135	Yersinia infection
659463	XP_970860	K03783	map00230	Purine metabolism
659463	XP_970860	K03783	map00760	Nicotinate and nicotinamide metabolism
659463	XP_970860	K03783	map01100	
659463	XP_970860	K03783	map01110	Biosynthesis of secondary metabolites
659463	XP_970860	K03783	map01232	Nucleotide metabolism
659464	XP_970861	K02514	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
659465	XP_008194592	K11291		
659466	XP_008190490	K10276	map03083	Polycomb repressive complex
659467	XP_008194752	K22659		
659468	XP_008191987			
659469	XP_970866			
659470	XP_970867	K13960	map03460	Fanconi anemia pathway
659471	XP_008195122			
659472	XP_008195606	K14716	map05010	Alzheimer disease
659472	XP_008195606	K14716	map05012	Parkinson disease
659473	XP_008196142			
659474	XP_970871			
659475	XP_970872	K00856	map00230	Purine metabolism
659475	XP_970872	K00856	map01100	
659475	XP_970872	K00856	map01232	Nucleotide metabolism
659476	XP_970873	K15255		
659477	XP_008197549	K04354	map03015	mRNA surveillance pathway
659477	XP_008197549	K04354	map04071	Sphingolipid signaling pathway
659477	XP_008197549	K04354	map04111	Cell cycle - yeast
659477	XP_008197549	K04354	map04151	PI3K-Akt signaling pathway
659477	XP_008197549	K04354	map04152	AMPK signaling pathway
659477	XP_008197549	K04354	map04261	Adrenergic signaling in cardiomyocytes
659477	XP_008197549	K04354	map04390	Hippo signaling pathway
659477	XP_008197549	K04354	map04391	Hippo signaling pathway - fly
659477	XP_008197549	K04354	map04530	Tight junction
659477	XP_008197549	K04354	map04660	T cell receptor signaling pathway
659477	XP_008197549	K04354	map04728	Dopaminergic synapse
659477	XP_008197549	K04354	map05142	Chagas disease
659477	XP_008197549	K04354	map05160	Hepatitis C
659477	XP_008197549	K04354	map05165	Human papillomavirus infection
659478	XP_970875	K02866	map03010	Ribosome
659478	XP_970875	K02866	map05171	Coronavirus disease - COVID-19
659479	XP_970876	K07865		
659481	XP_970878	K10448		
659482	XP_008198359			
659484	XP_970881	K13279	map04146	Peroxisome
659484	XP_970881	K13279	map04980	Cobalamin transport and metabolism
659484	XP_970881	K13279	map05146	Amoebiasis
659485	XP_015840362	K05643	map02010	ABC transporters
659486	XP_008199342	K08045	map00230	Purine metabolism
659486	XP_008199342	K08045	map01100	
659486	XP_008199342	K08045	map01522	Endocrine resistance
659486	XP_008199342	K08045	map04015	Rap1 signaling pathway
659486	XP_008199342	K08045	map04022	cGMP-PKG signaling pathway
659486	XP_008199342	K08045	map04024	cAMP signaling pathway
659486	XP_008199342	K08045	map04062	Chemokine signaling pathway
659486	XP_008199342	K08045	map04072	Phospholipase D signaling pathway
659486	XP_008199342	K08045	map04114	Oocyte meiosis
659486	XP_008199342	K08045	map04211	Longevity regulating pathway
659486	XP_008199342	K08045	map04213	Longevity regulating pathway - multiple species
659486	XP_008199342	K08045	map04261	Adrenergic signaling in cardiomyocytes
659486	XP_008199342	K08045	map04270	Vascular smooth muscle contraction
659486	XP_008199342	K08045	map04371	Apelin signaling pathway
659486	XP_008199342	K08045	map04540	Gap junction
659486	XP_008199342	K08045	map04611	Platelet activation
659486	XP_008199342	K08045	map04713	Circadian entrainment
659486	XP_008199342	K08045	map04714	Thermogenesis
659486	XP_008199342	K08045	map04723	Retrograde endocannabinoid signaling
659486	XP_008199342	K08045	map04724	Glutamatergic synapse
659486	XP_008199342	K08045	map04725	Cholinergic synapse
659486	XP_008199342	K08045	map04726	Serotonergic synapse
659486	XP_008199342	K08045	map04727	GABAergic synapse
659486	XP_008199342	K08045	map04728	Dopaminergic synapse
659486	XP_008199342	K08045	map04750	Inflammatory mediator regulation of TRP channels
659486	XP_008199342	K08045	map04911	Insulin secretion
659486	XP_008199342	K08045	map04912	GnRH signaling pathway
659486	XP_008199342	K08045	map04913	Ovarian steroidogenesis
659486	XP_008199342	K08045	map04914	Progesterone-mediated oocyte maturation
659486	XP_008199342	K08045	map04915	Estrogen signaling pathway
659486	XP_008199342	K08045	map04916	Melanogenesis
659486	XP_008199342	K08045	map04918	Thyroid hormone synthesis
659486	XP_008199342	K08045	map04921	Oxytocin signaling pathway
659486	XP_008199342	K08045	map04923	Regulation of lipolysis in adipocytes
659486	XP_008199342	K08045	map04924	Renin secretion
659486	XP_008199342	K08045	map04925	Aldosterone synthesis and secretion
659486	XP_008199342	K08045	map04926	Relaxin signaling pathway
659486	XP_008199342	K08045	map04927	Cortisol synthesis and secretion
659486	XP_008199342	K08045	map04928	Parathyroid hormone synthesis, secretion and action
659486	XP_008199342	K08045	map04934	Cushing syndrome
659486	XP_008199342	K08045	map04935	Growth hormone synthesis, secretion and action
659486	XP_008199342	K08045	map04970	Salivary secretion
659486	XP_008199342	K08045	map04971	Gastric acid secretion
659486	XP_008199342	K08045	map04972	Pancreatic secretion
659486	XP_008199342	K08045	map04976	Bile secretion
659486	XP_008199342	K08045	map05012	Parkinson disease
659486	XP_008199342	K08045	map05030	Cocaine addiction
659486	XP_008199342	K08045	map05031	Amphetamine addiction
659486	XP_008199342	K08045	map05032	Morphine addiction
659486	XP_008199342	K08045	map05034	Alcoholism
659486	XP_008199342	K08045	map05163	Human cytomegalovirus infection
659486	XP_008199342	K08045	map05166	Human T-cell leukemia virus 1 infection
659486	XP_008199342	K08045	map05200	Pathways in cancer
659486	XP_008199342	K08045	map05207	Chemical carcinogenesis - receptor activation
659486	XP_008199342	K08045	map05414	Dilated cardiomyopathy
659487	XP_970884	K03671	map04621	NOD-like receptor signaling pathway
659487	XP_970884	K03671	map05012	Parkinson disease
659487	XP_970884	K03671	map05132	Salmonella infection
659487	XP_970884	K03671	map05418	Fluid shear stress and atherosclerosis
659490	XP_970886	K10479		
659491	XP_008200289	K08829		
659492	XP_008200308			
659493	XP_008200437			
659494	XP_970890	K15890	map00900	Terpenoid backbone biosynthesis
659494	XP_970890	K15890	map00981	Insect hormone biosynthesis
659494	XP_970890	K15890	map01110	Biosynthesis of secondary metabolites
659496	NP_001157310	K27896		
659497	XP_970892	K00181	map04310	Wnt signaling pathway
659499	XP_008194485	K02580	map01523	Antifolate resistance
659499	XP_008194485	K02580	map04010	MAPK signaling pathway
659499	XP_008194485	K02580	map04014	Ras signaling pathway
659499	XP_008194485	K02580	map04024	cAMP signaling pathway
659499	XP_008194485	K02580	map04062	Chemokine signaling pathway
659499	XP_008194485	K02580	map04064	NF-kappa B signaling pathway
659499	XP_008194485	K02580	map04066	HIF-1 signaling pathway
659499	XP_008194485	K02580	map04071	Sphingolipid signaling pathway
659499	XP_008194485	K02580	map04151	PI3K-Akt signaling pathway
659499	XP_008194485	K02580	map04210	Apoptosis
659499	XP_008194485	K02580	map04211	Longevity regulating pathway
659499	XP_008194485	K02580	map04218	Cellular senescence
659499	XP_008194485	K02580	map04380	Osteoclast differentiation
659499	XP_008194485	K02580	map04613	Neutrophil extracellular trap formation
659499	XP_008194485	K02580	map04620	Toll-like receptor signaling pathway
659499	XP_008194485	K02580	map04621	NOD-like receptor signaling pathway
659499	XP_008194485	K02580	map04622	RIG-I-like receptor signaling pathway
659499	XP_008194485	K02580	map04623	Cytosolic DNA-sensing pathway
659499	XP_008194485	K02580	map04624	Toll and Imd signaling pathway
659499	XP_008194485	K02580	map04625	C-type lectin receptor signaling pathway
659499	XP_008194485	K02580	map04657	IL-17 signaling pathway
659499	XP_008194485	K02580	map04658	Th1 and Th2 cell differentiation
659499	XP_008194485	K02580	map04659	Th17 cell differentiation
659499	XP_008194485	K02580	map04660	T cell receptor signaling pathway
659499	XP_008194485	K02580	map04662	B cell receptor signaling pathway
659499	XP_008194485	K02580	map04668	TNF signaling pathway
659499	XP_008194485	K02580	map04722	Neurotrophin signaling pathway
659499	XP_008194485	K02580	map04917	Prolactin signaling pathway
659499	XP_008194485	K02580	map04920	Adipocytokine signaling pathway
659499	XP_008194485	K02580	map04926	Relaxin signaling pathway
659499	XP_008194485	K02580	map04931	Insulin resistance
659499	XP_008194485	K02580	map04932	Non-alcoholic fatty liver disease
659499	XP_008194485	K02580	map04933	AGE-RAGE signaling pathway in diabetic complications
659499	XP_008194485	K02580	map04936	Alcoholic liver disease
659499	XP_008194485	K02580	map05010	Alzheimer disease
659499	XP_008194485	K02580	map05022	Pathways of neurodegeneration - multiple diseases
659499	XP_008194485	K02580	map05030	Cocaine addiction
659499	XP_008194485	K02580	map05120	Epithelial cell signaling in Helicobacter pylori infection
659499	XP_008194485	K02580	map05130	Pathogenic Escherichia coli infection
659499	XP_008194485	K02580	map05131	Shigellosis
659499	XP_008194485	K02580	map05132	Salmonella infection
659499	XP_008194485	K02580	map05133	Pertussis
659499	XP_008194485	K02580	map05134	Legionellosis
659499	XP_008194485	K02580	map05135	Yersinia infection
659499	XP_008194485	K02580	map05140	Leishmaniasis
659499	XP_008194485	K02580	map05142	Chagas disease
659499	XP_008194485	K02580	map05145	Toxoplasmosis
659499	XP_008194485	K02580	map05146	Amoebiasis
659499	XP_008194485	K02580	map05152	Tuberculosis
659499	XP_008194485	K02580	map05160	Hepatitis C
659499	XP_008194485	K02580	map05161	Hepatitis B
659499	XP_008194485	K02580	map05162	Measles
659499	XP_008194485	K02580	map05163	Human cytomegalovirus infection
659499	XP_008194485	K02580	map05164	Influenza A
659499	XP_008194485	K02580	map05165	Human papillomavirus infection
659499	XP_008194485	K02580	map05166	Human T-cell leukemia virus 1 infection
659499	XP_008194485	K02580	map05167	Kaposi sarcoma-associated herpesvirus infection
659499	XP_008194485	K02580	map05168	Herpes simplex virus 1 infection
659499	XP_008194485	K02580	map05169	Epstein-Barr virus infection
659499	XP_008194485	K02580	map05170	Human immunodeficiency virus 1 infection
659499	XP_008194485	K02580	map05171	Coronavirus disease - COVID-19
659499	XP_008194485	K02580	map05200	Pathways in cancer
659499	XP_008194485	K02580	map05202	Transcriptional misregulation in cancer
659499	XP_008194485	K02580	map05203	Viral carcinogenesis
659499	XP_008194485	K02580	map05206	MicroRNAs in cancer
659499	XP_008194485	K02580	map05207	Chemical carcinogenesis - receptor activation
659499	XP_008194485	K02580	map05208	Chemical carcinogenesis - reactive oxygen species
659499	XP_008194485	K02580	map05212	Pancreatic cancer
659499	XP_008194485	K02580	map05215	Prostate cancer
659499	XP_008194485	K02580	map05220	Chronic myeloid leukemia
659499	XP_008194485	K02580	map05221	Acute myeloid leukemia
659499	XP_008194485	K02580	map05222	Small cell lung cancer
659499	XP_008194485	K02580	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
659499	XP_008194485	K02580	map05321	Inflammatory bowel disease
659499	XP_008194485	K02580	map05415	Diabetic cardiomyopathy
659499	XP_008194485	K02580	map05417	Lipid and atherosclerosis
659499	XP_008194485	K02580	map05418	Fluid shear stress and atherosclerosis
659500	XP_970895			
659501	XP_970896			
659502	NP_001164314	K01365	map04140	Autophagy - animal
659502	NP_001164314	K01365	map04142	Lysosome
659502	NP_001164314	K01365	map04145	Phagosome
659502	NP_001164314	K01365	map04210	Apoptosis
659502	NP_001164314	K01365	map04612	Antigen processing and presentation
659502	NP_001164314	K01365	map05205	Proteoglycans in cancer
659502	NP_001164314	K01365	map05323	Rheumatoid arthritis
659502	NP_001164314	K01365	map05418	Fluid shear stress and atherosclerosis
659503	XP_970898			
659504	XP_970899	K20293		
659505	XP_001812611			
659506	NP_001161906	K10719	map00981	Insect hormone biosynthesis
659507	XP_970901	K21768		
659509	XP_008191258	K15683		
659510	XP_015833956	K18438	map00230	Purine metabolism
659510	XP_015833956	K18438	map01100	
659510	XP_015833956	K18438	map04024	cAMP signaling pathway
659510	XP_015833956	K18438	map05032	Morphine addiction
659511	XP_008191388			
659512	XP_008191487	K09577		
659513	XP_008191802	K22204		
659515	XP_008192548	K01893	map00970	Aminoacyl-tRNA biosynthesis
659516	XP_008192810			
659517	XP_970910	K16219		
659518	XP_015835308	K08814		
659519	XP_970912	K09884		
659521	XP_970913	K26546		
659522	XP_008194272			
659523	XP_970915			
659524	XP_970916	K13356	map00073	Cutin, suberine and wax biosynthesis
659524	XP_970916	K13356	map01110	Biosynthesis of secondary metabolites
659524	XP_970916	K13356	map04146	Peroxisome
659524	XP_970916	K13356	map04212	Longevity regulating pathway - worm
659525	XP_970917	K01135	map00531	Glycosaminoglycan degradation
659525	XP_970917	K01135	map01100	
659525	XP_970917	K01135	map04142	Lysosome
659526	XP_970918	K02999	map03020	RNA polymerase
659527	XP_008191952	K08815		
659528	XP_015836510			
659529	XP_970921	K02606	map04110	Cell cycle
659529	XP_970921	K02606	map04111	Cell cycle - yeast
659529	XP_970921	K02606	map04113	Meiosis - yeast
659530	XP_970922			
659531	XP_970923	K11343	map03082	ATP-dependent chromatin remodeling
659532	XP_008195410	K16602		
659533	XP_970925	K18739	map03250	Viral life cycle - HIV-1
659534	XP_970926	K09586	map04141	Protein processing in endoplasmic reticulum
659535	XP_008196487	K14015	map04141	Protein processing in endoplasmic reticulum
659536	XP_008196649	K02923	map03010	Ribosome
659536	XP_008196649	K02923	map05171	Coronavirus disease - COVID-19
